Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Chemicals/stress	Down by mercury high 8H	111	275	1001	29469	4.79E-72	1.1E-68	9.97E-72	"B0286.3,scav-1,C05D12.3,amt-4,C06H5.6,nrf-6,math-4,C14A4.7,C14C6.5,lec-9,C17F4.7,C18A11.3,ugt-48,C18E9.5,C26B9.5,spp-8,gsto-1,math-18,C40H1.7,C49C3.10,C49C3.4,D1005.4,aagr-1,klo-2,flr-1,F09A5.1,F10F2.2,scav-4,F13D12.6,F16F9.4,F17B5.1,F18F11.1,cgt-2,F21D5.3,asp-5,ceh-60,pcp-3,hpo-34,ifc-1,nspb-3,add-1,aqp-4,F40G9.5,F42A10.6,lipl-2,F49C12.14,F52G2.3,F52H2.3,F53H8.3,nep-17,F55G11.4,F56C9.7,dct-18,mpst-3,dsc-4,pept-1,pes-22,catp-5,sdz-24,K09F6.6,K10C2.1,asah-1,LLC1.2,tag-260,M28.10,PDB1.1,gpx-7,ugt-47,fpn-1.2,R09F10.1,R09H10.3,R09H10.5,pho-8,T04A8.5,T04F3.4,spp-5,T16G12.1,ver-2,T19D12.1,clec-26,T20D3.2,T21H3.1,T25C12.3,T27A1.5,fat-6,clec-218,W02G9.4,haf-4,clec-50,dct-11,Y106G6H.1,Y119D3B.13,Y32F6A.4,Y34B4A.5,Y34B4A.9,clec-70,ads-1,Y51F10.7,Y53G8AR.7,Y54F10AM.8,clec-81,Y66H1A.5,smf-3,fard-1,ZC416.6,ugt-6,ZK1307.1,ZK1320.2,aco-1,asm-2,haf-9"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42592
Development/Dauer/Aging	UP Day 8 on glp-1(e2141ts) vs. Wildtype	153	275	2559	29469	1.3E-71	2.98E-69	2.48E-69	"ptps-1,B0286.3,C01B10.4,C01B10.6,C01H6.4,C05D12.3,lmp-2,amt-4,C06H5.6,nrf-6,C08B6.11,math-4,C13A10.1,C14A4.6,C14A4.7,C14C6.5,C15B12.1,math-14,lec-9,C18A11.3,ugt-48,C18E9.5,C26B9.5,spp-8,C29F7.1,C31H5.6,C32D5.6,dod-24,math-18,pmp-1,ent-6,C49C3.10,C49C3.4,C52B11.5,ftn-1,fbxa-6,D1005.4,D2045.8,aagr-1,nhr-121,mrp-3,F01D5.2,flr-1,F09G2.1,F10F2.2,scav-4,gst-6,F13D12.6,F14B6.6,nhr-179,F18F11.1,cgt-2,F21D5.3,asp-5,ceh-60,pcp-3,pcp-2,F27E5.1,F28B4.3,hpo-34,spp-16,cat-4,F35C8.5,F35E12.6,math-26,add-1,aqp-4,F40G9.5,hum-4,F49C12.14,F49C12.7,F52E1.14,F52G2.3,irg-3,F53H8.3,nep-17,F55G11.4,F56C9.7,F58B4.5,dct-18,mpst-3,asp-3,dsc-4,tmem-135,K04F10.1,pes-22,K09F6.6,K09F6.7,K10C2.1,K12H4.7,LLC1.2,tag-260,M28.10,PDB1.1,ugt-47,R04E5.2,R07E3.1,R09H10.3,R09H10.5,R10H10.3,math-35,nhr-106,T04F3.4,T05E12.3,T05E7.1,T06A1.5,hum-6,T16G1.6,ver-2,T19D12.1,T20D3.2,T21C9.6,T21H3.1,lbp-7,pgrn-1,T27A1.5,fat-6,haf-4,W05E10.1,dct-11,W07G4.5,Y102A11A.3,Y105C5A.24,Y106G6H.1,zig-9,Y119D3B.13,Y20C6A.1,Y26D4A.21,Y32F6A.4,Y32F6A.5,Y34B4A.5,Y34B4A.9,asp-1,Y40H7A.11,Y43F8C.13,acl-7,Y49E10.18,ads-1,Y51F10.7,Y54F10AM.8,Y54G9A.4,Y66H1A.5,smf-3,fard-1,Y71H2AM.12,ZC196.5,ugt-6,ZK1320.2,aqp-10,asm-2,nhr-33,haf-9,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/20555324
Mutants	down by ets-4 RNAi (Habacher)	100	275	828	29469	4.66E-67	1.07E-62	8.22E-66	"B0286.3,C01B10.6,scav-1,lmp-2,amt-4,math-4,C14C11.4,C17F4.7,C18A11.3,C26B9.5,spp-8,C31H5.6,C32D5.6,twk-26,pmp-1,ddo-1,C49C3.4,E02C12.8,klo-2,nhr-121,cln-3.1,scav-4,F13D12.6,nhr-179,F18F11.1,asp-5,F21F8.4,pcp-2,F23F12.3,F27E5.1,F28B4.3,hpo-34,spp-16,cat-4,F35C8.5,ifc-1,aqp-4,F42A10.6,lipl-2,hum-4,clec-31,F49C12.7,F52E1.14,F52H2.3,irg-3,nep-17,F56C9.7,dct-18,asp-3,dsc-4,tmem-135,pept-1,K10C2.1,asah-1,K12H4.7,LLC1.2,M04C9.4,PDB1.1,R08E3.2,fpn-1.2,R09D1.10,R09F10.1,R09H10.5,R10H10.3,T05E12.3,math-38,spp-5,hum-6,T16G12.1,T19D12.1,T20D3.2,T21H3.1,T25C12.3,fat-6,W02B12.4,W02G9.4,haf-4,clec-50,Y102A11A.3,Y105C5A.24,Y106G6H.1,Y32F6A.4,Y32F6A.5,Y34B4A.9,asp-1,clec-70,acl-7,Y49E10.18,ads-1,Y51F10.7,Y53G8AR.7,Y54F10AM.6,Y54F10AM.8,clec-81,Y54G9A.4,fard-1,ZK1320.2,asm-2,lipl-5,clec-187"	https://www.ncbi.nlm.nih.gov/pubmed/27746047
TF Targets	PQM-1 L3 Targets	123	275	1690	29469	6.1E-62	1.4E-57	9.99E-60	"odd-1,scav-1,C05D12.3,C05D12.4,amt-4,nrf-6,C14A4.6,C14C11.4,C15B12.1,C15C8.3,lec-9,C17F4.7,ugt-48,C18E9.5,C23H4.7,C25F9.9,C26B9.5,spp-8,C29F7.1,C31H5.6,pmp-1,ent-6,C49C3.10,C50H2.13,C52B11.5,ftn-1,aagr-1,ttr-49,E02C12.8,nhr-121,mrp-3,F09G2.1,scav-4,gst-6,F13D12.6,F16F9.4,F18F11.1,cgt-2,F21D5.3,asp-5,F21F8.4,pcp-3,pcp-2,F27E5.1,F28B4.3,hpo-34,F31F4.1,spp-16,cat-4,F35C8.5,ifc-1,F41C6.7,F44E7.5,lipl-2,F49C12.7,F52E1.14,F52G2.3,irg-3,F53H8.3,nep-17,F55G11.4,F56C9.7,F58B4.5,dct-18,mpst-3,asp-3,tmem-135,K04F10.1,pes-22,catp-5,asah-1,fil-2,K12H4.7,LLC1.2,PDB1.1,mocs-1,gpx-7,R04E5.2,R07E3.1,R09F10.1,R09H10.3,R09H10.5,R10E8.1,R10H10.3,R193.2,T06A1.5,spp-5,T16G1.6,T16G12.1,T19D12.1,T21C9.6,T21H3.1,lbp-7,T27A1.5,fat-6,clec-218,clec-50,dct-11,W07G4.5,Y102A11A.3,Y105C5A.24,Y113G7B.12,Y20C6A.1,Y32F6A.4,asp-1,Y43F8C.13,acl-7,Y49E10.18,ads-1,Y51F10.7,Y54F10AM.8,Y54G2A.3,Y66H1A.5,smf-3,fard-1,ZC416.6,ugt-6,aqp-10,aco-1,asm-2,nhr-33,haf-9,lipl-5"	http://www.ncbi.nlm.nih.gov/pubmed/21177963
Mutants	UP glp-4 vs. wt Adult	135	275	2250	29469	3.48E-61	7.98E-58	5.32E-59	"C01B10.6,C01H6.4,scav-1,lmp-2,amt-4,nrf-6,math-4,C14A4.6,C14A4.7,C14C6.5,C15B12.1,math-14,lec-9,C18A11.3,ugt-48,C25F9.4,C25F9.9,C26B9.5,fbxa-57,C29F9.2,C31H5.6,C32D5.6,dod-24,twk-26,math-18,pmp-1,ent-6,C49C3.10,C49C3.4,ftn-1,D2045.8,E02H9.4,klo-2,nhr-121,mrp-3,flr-1,cln-3.1,F08D12.3,F09G2.1,F10F2.2,F13D12.6,F14B6.6,nhr-179,F17B5.1,F21D5.3,asp-5,ceh-60,F22E5.8,pcp-3,pcp-2,F27E5.1,F28B4.3,hpo-34,cat-4,F35C8.5,F35E12.6,math-26,ifc-1,clec-165,nspb-3,add-1,btb-16,F40G9.5,clec-31,F49C12.14,F49C12.7,F52G2.3,F53H8.3,nep-17,F55G11.4,F56C9.7,clec-68,mpst-3,asp-3,dsc-4,pept-1,K04F10.1,crn-6,pes-22,sdz-24,K09F6.6,K09F6.7,K10C2.1,fil-2,K12H4.7,galt-1,tag-260,PDB1.1,mocs-1,gpx-7,ugt-47,R04E5.2,R07E3.1,R08E3.2,R09D1.10,R09F10.1,R09H10.3,R10E8.1,R10E8.7,R10H10.3,pho-8,nhr-106,T04A8.5,T05B11.1,T05E7.1,T06A1.5,hum-6,T19D12.1,clec-26,T20D3.2,T21C9.6,T21H3.1,lbp-7,pgrn-1,T27A1.5,W02B12.4,haf-4,clec-50,W05E10.1,dct-11,Y106G6H.1,Y20C6A.1,Y66H1A.5,fard-1,Y7A9C.1,ZC196.5,ZC416.6,ugt-6,ZK1307.1,ZK1320.2,aqp-10,asm-2,nhr-33,haf-9,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/17096596
Microbes	"down by Bt toxin,Cry5B"	77	275	443	29469	3.87E-59	8.86E-57	5.54E-59	"ptps-1,B0286.3,C01H6.4,scav-1,amt-4,C06H5.6,math-4,C14A4.6,C14A4.7,C14C6.5,C15B12.1,C15C8.3,math-14,lec-9,C18A11.3,ugt-48,C18E9.5,C25F9.4,C26B9.5,gsto-1,C31H5.6,pmp-1,ent-6,ftn-1,fbxa-6,aagr-1,F10F2.2,scav-4,gst-6,F13D12.6,F21D5.3,pcp-3,pcp-2,F35C8.5,hrg-4,ifc-1,aqp-4,F42A10.6,F49C12.14,F53H8.3,F56C9.7,F58B4.5,dct-18,mpst-3,dsc-4,pept-1,crn-6,sdz-24,K10B2.2,M04C9.4,PDB1.1,gpx-7,R07E3.1,R09F10.1,R09H10.3,R09H10.5,R10H10.3,T04A8.5,T05E7.1,T06A1.5,T16G12.1,ver-2,T21C9.6,pgrn-1,T25C12.3,T27A1.5,fat-6,haf-4,W07G4.5,Y43F8C.13,Y66H1A.5,ZC196.5,ugt-6,ZK1307.1,aco-1,haf-9,lipl-5"	http://www.ncbi.nlm.nih.gov/pubmed/15256590
Mutants	UP by glp-1 mutant (Boyd)	119	275	1633	29469	4.38E-58	1E-54	5.9E-57	"B0286.3,C01B10.4,C01B10.6,scav-1,C05D12.3,lmp-2,C06H5.6,nrf-6,C08B6.11,math-4,C13A10.1,lec-9,ugt-48,C25F9.4,C26B9.5,spp-8,C31H5.6,C40H1.7,ent-6,C49C3.10,C49C3.4,C52B11.5,ftn-1,D1005.4,D2045.8,aagr-1,E02C12.8,mrp-3,F01D5.2,flr-1,F08D12.3,F09A5.1,F10F2.2,F14B6.6,F16F9.4,F18F11.1,cgt-2,F21D5.3,F21F8.4,pcp-2,F27E5.1,F28B4.3,spp-16,cat-4,F35C8.5,F35E12.6,math-26,F40G9.5,F42A10.6,lipl-2,F49C12.14,F49C12.7,F52G2.3,irg-3,F53H8.3,F56C9.7,F58B4.5,dct-18,mpst-3,dsc-4,tmem-135,K04F10.1,crn-6,catp-5,sdz-24,asah-1,M04C9.4,tag-260,M28.10,PDB1.1,R04E5.2,R07E3.1,R09D1.10,R09F10.1,R09H10.5,R10E8.1,R10H10.3,pho-8,nhr-106,T04A8.5,T06A1.5,math-38,T16G12.1,ver-2,T20D3.2,T21C9.6,T21H3.1,pgrn-1,T25C12.3,T27A1.5,W02B12.4,W02G9.4,haf-4,W05E10.1,dct-11,Y102A11A.3,Y105C5A.24,Y106G6H.1,Y110A2AL.9,zig-9,Y119D3B.13,Y20C6A.1,Y32F6A.4,Y32F6A.5,Y34B4A.5,Y34B4A.9,Y43F8C.13,Y51F10.7,clec-81,Y54G9A.4,Y70C5A.3,ZC196.5,ZC376.2,ugt-6,ZK1320.2,asm-2,nhr-33,haf-9,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/19879883
Microbes	"UP S. marcescens 24h, TillingArray"	142	275	2649	29469	1.68E-59	3.84E-54	2.14E-55	"odd-1,clec-225,C01B10.6,C01H6.4,scav-1,C05D12.3,C05D12.4,lmp-2,amt-4,nrf-6,C08B6.11,math-4,C13A10.1,C14A4.7,C14C11.4,C14C6.5,C15C8.3,lec-9,C17F4.7,C18A11.3,ugt-48,C18E9.5,C25F9.4,C25F9.9,C26B9.5,C26C6.9,gsto-1,dod-24,math-18,C40H1.7,ddo-1,ent-6,C49C3.4,C50H2.13,C52B11.5,ftn-1,aagr-1,E02C12.8,E02H4.7,E02H9.4,F01D5.2,flr-1,cln-3.1,F08D12.3,F09A5.1,F10F2.2,scav-4,gst-6,F13D12.6,F21D5.3,asp-5,F21F8.4,pcp-2,F23F12.3,F28B4.3,hpo-34,hrg-4,math-26,add-1,btb-16,F41C6.7,F42A10.6,F44E7.5,hum-4,clec-22,F49C12.14,F49C12.7,F52E1.14,F52H2.3,irg-3,F55G11.4,F56A4.2,F56C9.7,clec-68,dct-18,mpst-3,dsc-4,tmem-135,pept-1,pes-22,catp-5,sdz-24,K09F6.6,K10B2.2,K10C2.1,K12H4.7,LLC1.2,M28.10,PDB1.1,gpx-7,ugt-47,R07E3.1,R08E3.2,fpn-1.2,R09D1.10,R09H10.5,R10H10.3,pho-8,R193.2,T05E7.1,T06A1.5,spp-5,T16G1.6,T16G12.1,T19D12.1,clec-26,T20D3.2,T21C9.6,T21H3.1,T25C12.3,T25G12.6,W02B12.4,W02G9.4,clec-50,Y102A11A.3,Y106G6H.1,Y119D3B.13,clec-209,Y32F6A.4,Y32F6A.5,Y34B4A.5,Y34B4A.9,asp-1,Y43F8C.13,clec-70,Y49E10.18,Y51F10.7,Y53G8AR.7,Y54G2A.3,clec-81,Y54G9A.4,Y66H1A.5,ZC196.5,ZC376.2,ZC416.6,ugt-6,fbxa-32,ZK1307.1,ZK1320.2,nhr-33,haf-9,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/21602919
Mutants	UP by rege-1 RNAi (Habacher)	71	275	354	29469	1.17E-56	2.69E-53	1.41E-54	"C01B10.6,scav-1,lmp-2,C14C11.4,C17F4.7,C18A11.3,C18E9.5,C26B9.5,spp-8,C31H5.6,C32D5.6,twk-26,pmp-1,ddo-1,E02C12.8,klo-2,nhr-121,cln-3.1,scav-4,F13D12.6,nhr-179,F18F11.1,asp-5,F21F8.4,pcp-2,F27E5.1,F28B4.3,hpo-34,spp-16,aqp-4,lipl-2,F49C12.7,F52H2.3,irg-3,nep-17,dct-18,asp-3,dsc-4,tmem-135,pept-1,K10C2.1,asah-1,K12H4.7,PDB1.1,fpn-1.2,R09H10.5,R10H10.3,math-38,spp-5,T16G12.1,T21H3.1,T25C12.3,T25G12.6,W02B12.4,W02G9.4,haf-4,clec-50,Y105C5A.24,Y106G6H.1,Y32F6A.4,Y32F6A.5,Y34B4A.9,asp-1,clec-70,acl-7,Y49E10.18,ads-1,Y53G8AR.7,clec-81,fard-1,asm-2"	https://www.ncbi.nlm.nih.gov/pubmed/27746047
DAF/Insulin/food	UP by daf-16 mutant under daf-2;rsks-1 mutant	104	275	1170	29469	4.8E-57	1.1E-52	5.5E-54	"ptps-1,clec-225,scav-1,C05D12.3,amt-4,nrf-6,math-4,math-14,lec-9,C18A11.3,ugt-48,C18E9.5,C26B9.5,C29F7.1,C31H5.6,C32D5.6,dod-24,math-18,C40H1.7,pmp-1,ent-6,C52B11.5,D1005.4,aagr-1,E02C12.8,klo-2,nhr-121,F01D5.2,cln-3.1,F09A5.1,scav-4,gst-6,F13D12.6,cgt-2,F21D5.3,ceh-60,pcp-2,F23F12.3,F27E5.1,F28B4.3,hpo-34,F35C8.5,hrg-4,ifc-1,clec-165,F38A1.9,F42A10.6,hum-4,clec-31,clec-22,F49C12.14,F49C12.7,F52E1.14,irg-3,F53H8.3,nep-17,F56A4.2,F56C9.7,dct-18,pept-1,crn-6,pes-22,K10B2.2,K10C2.1,K12H4.7,galt-1,M04C9.4,ugt-47,R09H10.5,R10H10.3,pho-8,R193.2,T04A8.5,T05B11.1,T05E12.3,T05E7.1,T16G1.6,T16G12.1,clec-26,clec-36,T20D3.2,srh-70,lbp-7,T25C12.3,T25G12.6,clec-218,W02G9.4,clec-50,Y119D3B.13,Y32F6A.5,Y34B4A.5,Y34B4A.9,asp-1,Y43F8C.13,acl-7,ads-1,Y53G8AR.7,Y54G2A.3,Y66H1A.5,ZC376.2,ZC416.6,ZK1307.1,haf-9,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/24332851
Mutants	down by elt-2 RNAi under Normoxia	79	275	513	29469	6.74E-58	1.55E-52	7.36E-55	"odd-1,B0286.3,scav-1,amt-4,C06H5.6,nrf-6,C14C11.4,C14C6.5,C15B12.1,lec-9,C18A11.3,C25F9.4,C26C6.9,spp-8,gsto-1,C29F7.1,ftn-1,D2045.8,aagr-1,E02C12.8,E02H4.7,klo-2,mrp-3,gst-6,F13D12.6,F16F9.4,asp-5,pcp-2,F27E5.1,F28B4.3,F42A10.6,lipl-2,F49C12.14,F49C12.7,F53H8.3,F55G11.4,asp-3,dsc-4,tmem-135,asah-1,PDB1.1,mocs-1,gpx-7,R07E3.1,fpn-1.2,R09H10.5,R10H10.3,R193.2,T05E7.1,spp-5,T16G12.1,T21H3.1,pgrn-1,T25C12.3,W02B12.4,clec-218,W02G9.4,haf-4,clec-50,Y102A11A.3,Y113G7B.12,zig-9,Y119D3B.13,clec-209,asp-1,Y43F8C.13,ads-1,Y53G8AR.7,Y54F10AM.8,clec-81,Y54G9A.4,Y66H1A.5,smf-3,daao-1,ZK1307.1,ZK1320.2,ZK185.5,haf-9,lipl-5"	http://www.ncbi.nlm.nih.gov/pubmed/25284791
Mutants	UP DBL-1 ++ vs. SMA-6 -	110	275	1440	29469	8.6E-55	1.97E-51	8.97E-53	"ptps-1,odd-1,B0286.3,C01B10.6,C01H6.4,amt-4,C06H5.6,nrf-6,C14A4.6,C14C6.5,math-14,C18A11.3,ugt-48,C26B9.5,spp-8,C32D5.6,dod-24,C41H7.1,ent-6,C49C3.10,C49C3.4,D1005.4,D2045.8,aagr-1,klo-2,mrp-3,F01D5.2,flr-1,F09G2.1,F10F2.2,scav-4,gst-6,F13D12.6,F14B6.6,F17B5.1,F18F11.1,cgt-2,F21D5.3,asp-5,ceh-60,pcp-3,F28B4.3,spp-16,F35C8.5,F35E12.6,ifc-1,add-1,aqp-4,F40G9.5,hum-4,nep-17,F55G11.4,F56A4.2,F56C9.7,clec-68,dct-18,asp-3,dsc-4,pept-1,sdz-24,K09F6.6,K10C2.1,K12H4.7,LLC1.2,galt-1,mocs-1,gpx-7,R04E5.2,R07E3.1,R08E3.2,R09F10.1,R09H10.3,R09H10.5,R10E8.1,R10H10.3,math-35,nhr-106,T04F3.4,T05E7.1,T06A1.5,math-38,T16G12.1,ver-2,T19D12.1,T20D3.2,srh-70,T21C9.6,pgrn-1,T25C12.3,T25G12.6,T27A1.5,haf-4,clec-50,W05E10.1,Y106G6H.1,Y43F8C.13,acl-7,Y49E10.18,ads-1,Y54G9A.4,smf-3,ZC196.5,ZK1307.1,ZK1320.2,aqp-10,aco-1,nhr-33,haf-9,lipl-5,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/20529267
Chemicals/stress	Down by mercury high 4H	86	275	711	29469	1.26E-53	2.89E-50	1.26E-51	"B0286.3,scav-1,lmp-2,amt-4,C06H5.6,nrf-6,C14A4.6,C14A4.7,C14C11.4,C14C6.5,C15B12.1,C15C8.3,C18A11.3,ugt-48,C26B9.5,spp-8,C31H5.6,C52B11.5,aagr-1,nhr-121,cln-3.1,F10F2.2,scav-4,F11D5.7,F13D12.6,F14B6.6,F18F11.1,F22E5.8,F35C8.5,F40G9.5,F42A10.6,lipl-2,hum-4,F49C12.14,F49C12.7,F52G2.3,F53H8.3,F56C9.7,dct-18,mpst-3,dsc-4,pept-1,K04F10.1,crn-6,catp-5,sdz-24,asah-1,LLC1.2,M04C9.4,PDB1.1,ugt-47,fpn-1.2,R09D1.10,R09H10.3,R10H10.3,pho-8,T04A8.5,T05E7.1,spp-5,T16G12.1,ver-2,T19D12.1,clec-26,T20D3.2,pgrn-1,T27A1.5,W02G9.4,dct-11,W07G4.5,Y119D3B.13,Y20C6A.1,Y32F6A.4,Y34B4A.5,Y34B4A.9,Y49E10.18,ads-1,Y51F10.7,Y54F10AM.6,Y54F10AM.8,clec-81,Y66H1A.5,ZC416.6,ugt-6,ZK1307.1,ZK1320.2,clec-187"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42592
DAF/Insulin/food	down by daf-2 mutant (Knutson)	75	275	494	29469	1.52E-51	3.49E-49	1.45E-49	"scav-1,C05D12.3,amt-4,nrf-6,math-4,C15C8.3,math-14,lec-9,C18E9.5,C26B9.5,C29F7.1,C32D5.6,dod-24,C40H1.7,ent-6,aagr-1,klo-2,cln-3.1,F08D12.3,scav-4,F13D12.6,F21D5.3,asp-5,F21F8.4,pcp-2,F27E5.1,F28B4.3,hpo-34,hrg-4,aqp-4,F44E7.5,lipl-2,hum-4,F49C12.14,F49C12.7,F52E1.14,irg-3,nep-17,F55G11.4,F56A4.2,F58B4.5,dct-18,asp-3,pept-1,K10B2.2,K10C2.1,K12H4.7,LLC1.2,R08E3.2,fpn-1.2,R09D1.10,R09H10.5,R10H10.3,pho-8,R193.2,T05E12.3,T16G12.1,lbp-7,T25C12.3,T25G12.6,W02B12.4,clec-218,clec-50,W05E10.1,Y106G6H.1,clec-209,Y32F6A.4,Y34B4A.9,asp-1,Y43F8C.13,Y54G2A.3,ZC416.6,ZK1307.1,haf-9,lipl-5"	http://www.ncbi.nlm.nih.gov/pubmed/26976573
Mutants	down by elt-2 RNAi L4	57	275	200	29469	3.69E-51	8.46E-49	3.38E-49	"B0286.3,clec-225,scav-1,math-4,C14C6.5,C18A11.3,C25F9.4,C26B9.5,C26C6.9,C29F7.1,C29F9.2,ftn-1,aagr-1,E02H4.7,gst-6,F17B5.1,F21D5.3,pcp-2,F23F12.3,F27E5.1,cat-4,F42A10.6,lipl-2,F49C12.7,nep-17,F58B4.5,dsc-4,sdz-24,gpx-7,R04E5.2,R07E3.1,fpn-1.2,R09D1.10,R10E8.7,R10H10.3,T05E12.3,T05E7.1,math-38,T16G1.6,T16G12.1,ver-2,clec-26,T21C9.6,T27A1.5,fat-6,clec-218,haf-4,dct-11,zig-9,Y34B4A.5,Y54F10AM.8,clec-81,daao-1,fard-1,ZC376.2,ugt-6,ZK1320.2"	http://www.ncbi.nlm.nih.gov/pubmed/27070429
Microbes	down by N. parisii at 64h	66	275	348	29469	1.39E-49	3.19E-46	1.23E-48	"B0286.3,scav-1,C05D12.3,amt-4,math-4,C14C6.5,C15C8.3,lec-9,C17F4.7,C18A11.3,C26B9.5,spp-8,dod-24,ent-6,C49C3.4,ftn-1,aagr-1,E02C12.8,F01D5.2,F10F2.2,F21F8.4,pcp-3,pcp-2,F27E5.1,F28B4.3,btb-16,lipl-2,F49C12.14,F49C12.7,F52E1.14,irg-3,F53H8.3,nep-17,F55G11.4,F56A4.2,asp-3,dsc-4,sdz-24,asah-1,LLC1.2,PDB1.1,gpx-7,R04E5.2,R08E3.2,R09D1.10,R09F10.1,R09H10.3,R10H10.3,T04A8.5,T05E12.3,T16G12.1,T21H3.1,T25C12.3,T25G12.6,clec-218,clec-50,Y119D3B.13,clec-209,Y51F10.7,Y54F10AM.8,Y54G2A.3,daao-1,asm-2,haf-9,lipl-5,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/24945527
Mutants	down by hcf-1 mutant	71	275	469	29469	1.24E-47	2.85E-44	1.05E-46	"scav-1,C05D12.4,amt-4,C06H5.6,nrf-6,C14C11.4,ugt-48,C18E9.5,C26C6.9,C29F7.1,C31H5.6,C32D5.6,dod-24,ent-6,klo-2,mrp-3,cln-3.1,F13D12.6,pcp-3,F27E5.1,F28B4.3,F35C8.5,hrg-4,add-1,aqp-4,irg-3,F53H8.3,nep-17,dct-18,dsc-4,pept-1,crn-6,catp-5,K10C2.1,asah-1,K12H4.7,M04C9.4,mocs-1,ugt-47,R04E5.2,R07E3.1,R09F10.1,R193.2,T04A8.5,T04F3.4,T05B11.1,T05E12.3,T05E7.1,T06A1.5,spp-5,T16G12.1,ver-2,T25C12.3,T25G12.6,dct-11,Y106G6H.1,clec-209,asp-1,Y39B6A.21,Y43F8C.13,acl-7,ads-1,Y53G8AR.7,Y54F10AM.8,Y54G2A.3,smf-3,ZC416.6,ZK1240.9,aqp-10,asm-2,lipl-5"	http://www.ncbi.nlm.nih.gov/pubmed/21909281
Development/Dauer/Aging	down in day 12 vs. day 2 (Pu)	111	275	1691	29469	1.29E-47	2.95E-44	1.05E-46	"C01B10.6,scav-1,C05D12.3,amt-4,C06H5.6,C14C6.5,lec-9,C17F4.7,C18A11.3,ugt-48,C25F9.4,C26B9.5,spp-8,fbxa-57,dod-24,C40H1.7,C41H7.1,ent-6,C49C3.4,aagr-1,E02H4.7,mrp-3,F01D5.2,scav-4,gst-6,F13D12.6,F17B5.1,F22E5.8,pcp-3,pcp-2,F23F12.3,F27E5.1,F28B4.3,hpo-34,spp-16,F35E12.6,ifc-1,clec-165,add-1,btb-16,F41C6.7,F42A10.6,F44E7.5,lipl-2,clec-31,clec-22,F49C12.14,F52E1.14,F52H2.3,irg-3,F56C9.7,clec-68,dct-18,asp-3,dsc-4,tmem-135,crn-6,pes-22,sdz-24,K10B2.2,K10C2.1,asah-1,K11H12.11,fil-2,K12H4.7,galt-1,PDB1.1,gpx-7,ugt-47,R08E3.2,fpn-1.2,R09D1.10,R09H10.5,R10H10.3,R193.2,T04A8.5,T05E7.1,spp-5,T16G12.1,clec-26,clec-36,T20D3.2,T21C9.6,T21H3.1,lbp-7,T25C12.3,T25G12.6,W02B12.4,W02G9.4,W03A5.2,clec-50,W05E10.1,Y110A2AL.9,Y119D3B.13,Y26D4A.21,Y34B4A.9,asp-1,Y43F8C.13,Y49E10.18,Y51F10.7,Y54F10AM.6,Y54G9A.4,Y66H1A.5,daao-1,ugt-6,ZK1307.1,ZK1320.2,aqp-10,aco-1,lipl-5,clec-187"	http://www.ncbi.nlm.nih.gov/pubmed/25838541
Mutants	Down jun-1 mutant vs. wt by Fast	79	275	721	29469	3.56E-44	8.16E-42	2.82E-42	"C01B10.6,C05D12.3,lmp-2,C14C6.5,C15B12.1,C15C8.3,math-14,C18A11.3,ugt-48,C25F9.4,C26B9.5,spp-8,C29F7.1,fbxa-57,C29F9.2,dod-24,C49C3.10,fbxa-6,aagr-1,klo-2,mrp-3,F01D5.2,flr-1,F13D12.6,asp-5,ceh-60,hpo-34,spp-16,F35C8.5,ifc-1,F40G9.5,F52G2.3,nep-17,F55G11.4,F56A4.2,F56C9.7,mpst-3,asp-3,K04F10.1,K12H4.7,LLC1.2,tag-260,PDB1.1,gpx-7,R07E3.1,R09F10.1,R09H10.5,R10H10.3,math-35,nhr-106,T05E7.1,spp-5,hum-6,T21H3.1,T25C12.3,T27A1.5,W02G9.4,haf-4,clec-50,dct-11,W07G4.5,Y105C5A.24,Y119D3B.13,clec-209,Y20C6A.1,Y32F6A.4,Y32F6A.5,Y34B4A.5,Y34B4A.9,asp-1,Y43F8C.13,Y49E10.18,Y51F10.7,Y54F10AM.8,Y66H1A.5,ZC196.5,ZC376.2,ugt-6,aqp-10"	http://www.ncbi.nlm.nih.gov/pubmed/23352664
