Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Chemicals/stress	UP dpy-9 mutant	99	185	1736	29469	3.2E-54	7.33E-52	6.67E-53	"col-149,clec-52,col-145,col-10,B0280.7,ttr-18,C02E7.6,C02E7.7,abu-8,C05E7.2,C06E8.5,col-39,gpx-5,C15A11.4,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,ifb-1,F10D11.6,F15B9.8,col-12,col-13,pes-8,F20D6.5,col-60,F28H7.8,F35H10.10,col-81,ram-2,F41F3.3,col-139,grl-4,F48G7.5,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,ttr-31,col-104,H10E21.4,K01D12.9,tyr-2,col-49,col-77,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,tbb-6,phat-4,pqn-63,col-147,col-146,T06E4.8,col-168,col-167,T10E9.3,grd-6,T19C3.2,T21C9.9,hsp-12.1,mup-2,toh-1,W01A8.6,W01F3.1,pqn-74,col-88,col-109,lact-8,Y47D3B.6,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,Y58A7A.1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/20126308
Microbes	down by S. enterica SL2048 under fer-1 mutant	81	185	927	29469	5.58E-55	1.28E-50	1.07E-51	"clec-52,col-145,col-10,B0280.7,B0310.6,nspb-10,C02E7.6,C02E7.7,abu-8,C04G6.2,C05E7.2,C06E8.5,col-125,col-107,col-14,col-161,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15B9.8,pes-8,col-60,F28H7.8,F48G7.5,F53B1.4,col-155,col-104,H10E21.4,K01D12.9,K02E11.10,tyr-2,col-49,K10H10.4,col-77,lips-17,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,T01D1.3,phat-4,pqn-63,T06E4.12,T06E4.8,T06E4.9,col-168,col-170,T10E9.3,col-141,grd-6,T19C3.2,T21C9.9,ptr-16,toh-1,W01A8.6,pqn-74,col-88,col-120,col-162,col-109,lact-8,Y47D3B.6,Y47D7A.13,Y47D7A.15,grl-5,col-71,col-137,Y51H7C.13,rol-1,Y58A7A.1,grl-16,Y71G12B.25,dao-4,col-97,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/25340560
Chemicals/stress	down by vitamin C under wrn-1 mutant	46	185	139	29469	1.14E-49	2.62E-46	2.01E-47	"clec-52,col-10,C02E7.6,C02E7.7,C06E8.5,col-39,col-125,col-107,col-180,col-161,dct-5,col-130,col-91,col-12,col-13,ram-2,F41F3.3,grl-4,F48G7.5,col-133,F53F1.4,cut-2,col-155,col-159,col-160,ugt-13,K02E11.10,tyr-2,K10H10.4,col-77,R12E2.14,R12E2.15,grd-14,col-146,col-167,col-170,grd-6,T21C9.9,col-94,col-92,col-162,Y47D7A.13,grl-16,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/25346348
Mutants	UP by daf-12 mutant (Delaney)	81	185	1071	29469	5.57E-50	1.28E-45	9.12E-48	"col-145,B0280.7,B0310.6,C02E7.6,C02E7.7,abu-8,C04G6.2,C05E7.2,C06E8.5,col-39,C15A11.4,col-125,col-107,C42D4.3,col-180,col-14,col-161,dct-5,F08F3.4,col-130,F10D11.6,F15B9.8,col-12,col-13,pes-8,F20D6.5,ram-2,F41F3.3,F48G7.5,col-133,F53B1.4,F53F1.4,cut-2,col-155,col-104,H10E21.4,K01D12.9,K02E11.10,nas-3,K10H10.4,col-77,R12E2.14,R12E2.15,R12E2.7,R74.2,grd-14,phat-4,pqn-63,T06E4.12,T06E4.14,col-146,T06E4.8,T06E4.9,col-157,grd-6,T19C3.2,T21C9.9,ptr-16,hsp-12.1,rnr-1,pqn-72,pqn-74,col-92,col-162,col-109,lact-8,Y47D3B.6,Y47D7A.13,Y47D7A.15,grl-5,col-48,Y58A7A.1,grl-16,Y71G12B.25,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	https://www.ncbi.nlm.nih.gov/pubmed/28209779
Mutants	down by crtc-1 mutant	65	185	532	29469	3.2E-49	7.34E-46	4.89E-47	"C02E7.6,C02E7.7,C04G6.2,C05E7.2,col-125,col-107,col-180,col-14,col-161,col-130,col-91,F10D11.6,ugt-41,col-12,col-60,F28H7.8,ram-2,F41F3.3,F48G7.5,col-133,F53F1.4,cut-2,col-154,col-104,H10E21.4,K01D12.9,K02E11.10,col-49,col-77,R07E3.4,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,pqn-63,T06E4.12,T06E4.14,T06E4.8,T06E4.9,col-170,T10E9.3,col-157,grd-6,T21C9.9,toh-1,pqn-74,col-88,col-120,col-162,lact-8,Y47D3B.6,Y47D7A.13,Y47D7A.15,col-71,Y51H7C.13,rol-1,grl-16,bli-6,abu-14,ZK180.5,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/25723162
Mutants	UP by aak-2 overexpressed and rsks-1 mutant	76	185	910	29469	1.16E-47	2.66E-45	1.66E-45	"col-149,col-145,col-10,ttr-18,C02E7.6,C02E7.7,col-39,gpx-5,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,col-130,col-91,F11E6.4,F15B9.8,F15E11.1,col-12,col-13,col-81,ram-2,F41F3.3,col-139,decr-1.1,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-121,col-159,col-160,ttr-31,col-104,H10E21.4,dpy-14,col-49,col-129,col-77,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01G5.1,tbb-6,col-147,col-146,col-168,col-167,col-169,col-170,col-157,T12A2.1,col-141,hsp-12.1,mup-2,col-94,col-92,ins-33,col-162,col-109,Y41D4B.6,Y47D7A.13,col-71,col-48,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Chemicals/stress	UP osm-8 mutant	75	185	874	29469	1.36E-47	3.11E-45	1.83E-45	"col-149,clec-52,col-145,col-10,ttr-18,C02E7.6,C02E7.7,C05E7.2,col-39,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15B9.8,pes-8,col-60,F35H10.10,col-81,ram-2,F41F3.3,col-139,grl-4,decr-1.1,F53B1.4,F53F1.4,cut-2,ttr-31,col-104,H10E21.4,dpy-14,tyr-2,col-49,col-77,R07E3.4,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,col-147,col-146,col-168,col-167,T10E9.3,grd-6,T19C3.2,hsp-12.1,mup-2,col-88,col-109,Y47D3B.6,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,Y58A7A.1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/20126308
Mutants	UP by aak-2 overexpressed and daf-2 mutant	69	185	666	29469	1.47E-47	3.36E-44	1.87E-45	"col-145,col-10,C02E7.6,C02E7.7,abu-8,col-39,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,col-130,col-91,F15B9.8,col-12,col-13,col-81,ram-2,F41F3.3,col-139,decr-1.1,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-121,col-159,col-160,ttr-31,col-104,H10E21.4,dpy-14,col-49,col-129,col-77,R12E2.14,R12E2.15,R12E2.7,T01G5.1,phat-4,col-147,col-168,col-167,col-169,col-170,col-157,col-142,col-141,T19C3.2,hsp-12.1,col-94,col-92,col-120,col-162,col-109,Y47D7A.13,col-71,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Chemicals/stress	UP dpy-10 mutant	97	185	1934	29469	2.48E-47	5.68E-46	2.99E-45	"col-149,clec-52,B0222.5,col-145,col-10,B0280.7,ttr-18,C02E7.6,C02E7.7,abu-8,C05E7.2,C06E8.5,col-39,gpx-5,C15A11.4,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,ifb-1,F10D11.6,F15B9.8,col-12,col-13,pes-8,F20D6.5,col-60,F28H7.8,F35H10.10,col-81,ram-2,F41F3.3,col-139,grl-4,decr-1.1,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,ttr-31,col-104,H10E21.4,K01D12.9,tyr-2,col-49,col-77,R07E3.4,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,tbb-6,phat-4,col-147,col-146,col-168,col-167,T10E9.3,col-142,grd-6,T19C3.2,hsp-12.1,mup-2,toh-1,W01A8.6,pqn-74,col-88,col-109,Y47D3B.6,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,Y58A7A.1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/20126308
Mutants	down by eat-2 mutant (Calvert)	40	185	90	29469	6.53E-48	1.5E-43	7.49E-46	"col-145,col-10,C02E7.7,col-39,col-125,col-107,C42D4.3,C45B2.2,col-14,col-161,col-91,col-12,col-13,ram-2,F41F3.3,col-139,grl-4,F53F1.4,ttr-31,col-104,H10E21.4,col-49,col-77,R12E2.14,R12E2.15,R12E2.7,col-147,col-146,col-168,col-167,col-169,col-170,col-94,col-92,col-162,col-109,Y47D7A.13,col-71,col-97,ZK180.5"	http://www.ncbi.nlm.nih.gov/pubmed/26676933
DAF/Insulin/food	Down fed by Comamonas DA1877 vs. OP50 Young adult	55	185	315	29469	2.06E-47	4.73E-43	2.24E-44	"col-145,B0280.7,C02E7.6,C02E7.7,abu-8,C05E7.2,C06E8.5,col-107,col-180,col-14,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15B9.8,pes-8,col-60,F35H10.10,ram-2,F41F3.3,F53B1.4,F53F1.4,cut-2,col-104,H10E21.4,K01D12.9,col-49,K10H10.4,col-77,R12E2.14,R12E2.15,R12E2.7,phat-4,T10E9.3,grd-6,T19C3.2,pqn-74,col-88,col-120,col-109,Y47D7A.13,grl-5,col-71,Y51H7C.13,col-48,rol-1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/23540701
Mutants	UP by aak-2 overexpressed and daf-2:rsks-1 mutant	78	185	1027	29469	2.15E-46	4.92E-44	2.24E-44	"col-145,col-10,C02E7.6,C02E7.7,abu-8,C06E8.5,col-39,col-7,col-62,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,col-130,col-91,F10D11.6,F15B9.8,col-12,col-13,col-81,ram-2,F41F3.3,col-139,decr-1.1,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-121,col-159,col-160,ttr-31,col-104,H10E21.4,ugt-13,dpy-14,K01D12.9,col-49,col-129,col-77,lips-17,R12E2.14,R12E2.15,R12E2.7,T01G5.1,tbb-6,col-147,col-146,col-168,col-167,col-169,col-170,col-157,col-142,col-141,hsp-12.1,col-94,col-92,ins-33,col-120,col-162,col-109,Y41D4B.6,Y47D7A.13,col-71,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Mutants	UP miR-243 mutant	92	185	1786	29469	2.01E-45	4.6E-41	2E-43	"col-149,col-145,col-10,B0280.7,C02E7.6,C02E7.7,C04G6.2,C05E7.2,C06E8.5,col-39,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,E01G4.6,dct-5,col-130,col-91,F10D11.6,F11E6.4,F15B9.8,col-13,pes-8,col-60,chw-1,F28H7.8,F35H10.10,F41F3.3,grl-4,col-133,F53B1.4,F53F1.4,cut-2,col-154,col-155,ttr-31,col-104,H10E21.4,ugt-13,K01D12.9,tyr-2,col-49,K10H10.4,col-77,R07E3.4,R07E5.4,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,T01G5.1,pqn-63,col-146,T06E4.8,T06E4.9,col-167,col-169,col-170,T10E9.3,grd-6,ugt-9,T21C9.9,ptr-16,W01A8.6,pqn-74,grd-13,col-88,col-120,col-162,col-109,lact-8,Y47D3B.6,Y47D7A.13,grl-5,Y48G1BR.1,col-71,col-137,Y51H7C.13,col-48,rol-1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/20386745
Microbes	UP infected by PA14 octr-1 mutant vs. N2	76	185	1028	29469	1E-43	2.29E-40	9.56E-43	"clec-52,col-145,col-10,B0280.7,C02E7.6,C02E7.7,abu-8,C05E7.2,C06E8.5,col-107,C42D4.3,col-180,col-14,col-161,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15B9.8,pes-8,col-60,F35H10.10,ram-2,F41F3.3,grl-4,F53B1.4,F53F1.4,cut-2,col-104,H10E21.4,K01D12.9,tyr-2,col-49,K10H10.4,col-77,R07E5.4,lips-17,R12E2.14,R12E2.15,R12E2.7,grd-14,T01D1.3,col-168,col-167,col-169,col-170,T10E9.3,grd-6,T19C3.2,T21C9.9,ptr-16,toh-1,W01A8.6,col-88,col-162,col-109,lact-8,clec-174,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,Y58A7A.1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/21474712
Mutants	UP D2030.4 RNAi ETC complex I	92	185	1847	29469	3.75E-44	8.61E-41	3.44E-41	"col-149,B0222.5,col-145,col-10,B0280.7,B0310.6,ttr-18,nspb-10,abu-8,C05E7.2,C06A1.2,C06E8.5,col-39,col-7,col-62,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,dct-5,col-130,col-91,F10D11.6,F15E11.1,pes-8,col-60,F35H10.10,col-81,ram-2,col-139,grl-4,decr-1.1,F48G7.5,F53F1.4,ttr-31,col-104,H10E21.4,ugt-13,K01D12.9,tyr-2,col-49,col-129,col-77,R07E5.4,lips-17,R12E2.7,grd-14,pqn-63,col-147,col-146,T06E4.8,T06E4.9,col-168,col-167,col-169,col-170,T10E9.3,col-157,col-141,grd-6,T19C3.2,T21C9.9,ptr-16,toh-1,W01A8.6,pqn-72,pqn-74,col-88,ins-33,col-120,col-162,col-109,Y47D3B.6,Y47D7A.13,grl-5,col-71,col-137,Y51H7C.13,col-48,rol-1,grl-16,dao-4,col-97,abu-14,ZK180.5,ZK180.6,col-63,wrt-4,ZK84.1"	http://www.ncbi.nlm.nih.gov/pubmed/18178500
Mutants	UP by gas-1 mutant (Marni)	70	185	822	29469	1.15E-42	2.63E-39	1.01E-40	"col-149,col-145,col-10,B0280.7,ttr-18,C02E7.6,C02E7.7,abu-8,C05E7.2,col-39,C15A11.4,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,F08F3.4,col-130,col-91,ifb-1,F10D11.6,F15B9.8,col-12,col-13,pes-8,F35H10.10,ram-2,F41F3.3,decr-1.1,F53B1.4,F53F1.4,cut-2,col-121,col-159,ttr-31,col-104,H10E21.4,dpy-14,K01D12.9,col-129,col-77,R12E2.14,R12E2.15,R12E2.7,phat-4,col-147,col-146,col-168,col-167,col-169,col-170,col-141,grd-6,hsp-12.1,mup-2,pqn-74,ins-33,col-162,col-109,clec-174,Y47D7A.13,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66680
Mutants	UP by aak-2 overexpressed	62	185	562	29469	3.03E-42	6.95E-40	2.57E-41	"col-145,col-10,C02E7.6,C02E7.7,abu-8,col-39,col-125,col-107,C42D4.3,col-180,C45B2.2,col-14,col-161,E01G4.6,col-130,F15B9.8,col-81,ram-2,F41F3.3,col-139,F53B1.4,F53F1.4,cut-2,col-154,col-155,col-121,ttr-31,H10E21.4,dpy-14,col-49,col-129,col-77,R12E2.14,R12E2.15,R12E2.7,T01G5.1,phat-4,col-147,col-168,col-167,col-169,col-170,col-157,T12A2.1,col-141,grd-6,T19C3.2,hsp-12.1,col-94,col-92,col-162,col-109,Y41D4B.6,Y47D7A.13,col-71,col-48,grl-16,col-97,abu-14,ZK180.5,ZK180.6,wrt-4"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
