Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Mutants	UP by gas-1 mutant (Marni)	70	143	822	29469	3.23E-54	7.41E-49	6.74E-51	"dhs-16,C14A4.9,C14F11.6,dpy-8,sym-1,ptr-4,C49F8.3,C50D2.1,dpy-3,spp-13,mlt-9,F09F9.2,col-128,atf-8,F17A9.4,F18C5.5,F22F4.1,sqt-3,pqn-32,aqp-1,clec-180,F33D4.6,hsp-12.3,dpy-7,noah-2,F56D2.3,F56D3.1,abu-13,F57H12.6,F58E6.13,H03E18.1,glf-1,H42K12.3,K01A2.4,ins-35,pgp-1,dao-2,R07E3.6,grl-7,T03G6.1,qua-1,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,pck-1,Y102A11A.5,Y11D7A.9,Y37A1B.7,nspe-1,clec-72,Y64H9A.2,Y75B7AR.1,grl-15,ZC123.1,ZC204.12,nstp-3,cuti-1,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,lon-3"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66680
Mutants	UP by aak-2 overexpressed	63	143	562	29469	4.2E-54	9.64E-50	8.03E-52	"dhs-16,C14A4.9,C14F11.6,dpy-8,C34F6.1,sym-1,ptr-4,C49F8.3,dpy-3,mlt-9,F09F9.2,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,dpy-7,noah-2,F56D2.3,abu-13,F57H12.6,F58E6.13,bli-2,H03E18.1,glf-1,H42K12.3,K01A2.4,ins-35,dao-2,R07E3.6,R11G11.6,R57.2,grl-7,T03G6.1,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y64H9A.2,Y75B7AR.1,grl-15,cuti-1,ZC434.3,ZK1025.3,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
DAF/Insulin/food	down by starved (Mueller)	83	143	1504	29469	1.05E-51	2.42E-48	1.86E-49	"C01F1.5,mlt-10,dhs-16,ugt-26,C14A4.9,C14F11.6,C31C9.2,dpy-8,osr-1,C34F6.1,C38C6.3,sym-1,ptr-4,C49F8.3,C50D2.1,D1054.9,dpy-3,F01G10.9,spp-13,mlt-9,F09F9.2,col-128,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,tatn-1,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F57H12.6,F58E6.13,lips-9,cri-3,H03E18.1,glf-1,H42K12.3,dao-2,R07E3.6,R08E5.3,R11G11.6,R57.2,grl-7,T03G6.1,nas-15,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y64H9A.2,Y75B7AR.1,grl-15,ZC123.1,nstp-3,cuti-1,ZC434.3,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,bus-17,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/25419847
Mutants	down by daf-12 mutant	47	143	195	29469	8.13E-51	1.86E-46	1.33E-48	"C14F11.6,dpy-8,C34F6.1,C38C6.3,sym-1,ptr-4,D1054.9,dpy-3,spp-13,mlt-9,F09F9.2,col-128,F22F4.1,pqn-32,clec-180,F33D4.6,dpy-7,F49E10.2,noah-2,abu-13,F57H12.6,F58E6.13,lips-9,bli-2,H03E18.1,H42K12.3,dao-2,R07E3.6,R57.2,grl-7,T03G6.1,qua-1,dpy-10,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.9,Y37A1B.7,Y75B7AR.1,grl-15,hhat-1,cuti-1,ZK1025.3,wrt-10,ZK154.1"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41661
DAF/Insulin/food	UP by daf-16 mutant (Delaney)	79	143	1352	29469	1.11E-49	2.55E-46	1.7E-47	"mlt-10,C14A4.9,dpy-8,osr-1,C34F6.1,C38C6.3,C49F8.3,C50D2.1,D1054.9,E04D5.4,dpy-3,F01G10.9,spp-13,mlt-9,cpt-5,F09F9.2,ugt-37,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,F30A10.2,F33D4.6,tatn-1,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F57G8.5,lips-9,H03E18.1,glf-1,H42K12.3,K05F6.10,pgp-1,dao-2,R07E3.6,R11G11.6,grl-7,T03G6.1,nas-15,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,W09G12.10,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,nspe-1,Y43D4A.5,Y47H9C.1,Y64H9A.2,Y75B7AR.1,grl-15,hhat-1,ZC123.1,nstp-3,ZC434.3,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	https://www.ncbi.nlm.nih.gov/pubmed/28209779
Microbes	UP infected by PA14 octr-1 mutant vs. N2	72	143	1028	29469	2.17E-48	4.98E-46	3.11E-46	"mlt-10,ugt-26,C14A4.9,C14F11.6,C31C9.2,dpy-8,C38C6.3,sym-1,ptr-4,C49F8.3,C50D2.1,dpy-3,F01G10.9,spp-13,mlt-9,F09F9.2,atf-8,F18C5.5,F21A3.2,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,noah-2,F56D3.1,abu-13,F57H12.6,F58E6.13,lips-9,bli-2,H03E18.1,glf-1,H42K12.3,ins-35,K05F1.10,dao-2,R07E3.6,R57.2,grl-7,T03G6.1,qua-1,dpy-10,dpy-9,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,clec-72,Y64H9A.2,Y75B7AR.1,grl-15,ZC123.1,ZC204.12,nstp-3,cuti-1,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,bus-17,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/21474712
Mutants	UP by ced-4(n1162) mutant	57	143	467	29469	4.12E-48	9.44E-46	5.56E-46	"C14A4.9,C14F11.6,C31C9.2,dpy-8,sym-1,ptr-4,C49F8.3,dpy-3,spp-13,mlt-9,F09F9.2,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,grl-27,F49E12.9,noah-2,F56D3.1,abu-13,F57G8.5,F57H12.6,F58E6.13,lips-9,bli-2,H03E18.1,glf-1,H42K12.3,pgp-1,dao-2,grl-7,T03G6.1,qua-1,T11B7.2,dpy-10,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y64H9A.2,Y75B7AR.1,grl-15,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/24813612
Mutants	UP by daf-12 mutant (Delaney)	71	143	1071	29469	1.09E-45	2.5E-43	1.39E-43	"mlt-10,C14A4.9,dpy-8,osr-1,C34F6.1,C38C6.3,C49F8.3,C50D2.1,D1054.9,dpy-3,F01G10.9,spp-13,mlt-9,F09F9.2,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,F30A10.2,F33D4.6,tatn-1,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,lips-9,H03E18.1,glf-1,H42K12.3,dao-2,R07E3.6,R11G11.6,grl-7,T03G6.1,nas-15,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,W09G12.10,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y43D4A.5,Y64H9A.2,Y75B7AR.1,grl-15,hhat-1,ZC123.1,nstp-3,ZC434.3,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	https://www.ncbi.nlm.nih.gov/pubmed/28209779
Chemicals/stress	UP by 1-methylnicotinamide (MNA)	63	143	714	29469	1.66E-46	3.8E-43	2E-43	"C01F1.5,mlt-10,gpx-3,C14A4.9,C31C9.2,dpy-8,osr-1,C34F6.1,cyp-25A2,C38C6.3,cyp-33C2,C49F8.3,C50D2.1,D1054.9,mlt-9,cpt-5,F09F9.2,ugt-37,col-128,F22F4.1,pqn-32,F30A10.2,clec-180,F33D4.6,F49E10.2,F49E12.9,F56D2.3,F56D3.1,abu-13,F57H12.6,lips-9,bli-2,H03E18.1,glf-1,H42K12.3,R07E3.6,R11G11.6,R57.2,grl-7,nas-15,qua-1,dpy-9,bus-8,T26C5.2,lpr-5,lpr-4,W09G12.10,Y102A11A.5,Y11D7A.5,Y11D7A.9,clec-72,Y47H9C.1,Y64H9A.2,Y75B7AR.1,grl-15,ZC123.1,ZC434.3,ZK1025.3,bah-1,wrt-1,wrt-6,dhs-26,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/24077178
Mutants	UP miR-243 mutant	82	143	1786	29469	2.32E-44	5.33E-42	2.66E-43	"C01F1.5,mlt-10,dhs-16,ugt-26,C14A4.9,C14F11.6,C31C9.2,dpy-8,osr-1,C34F6.1,C38C6.3,sym-1,ptr-4,C49F8.3,C50D2.1,D1054.9,dpy-3,spp-13,mlt-9,F09F9.2,col-128,atf-8,F17A9.4,F18C5.5,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,grl-27,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F57H12.6,lips-9,bli-2,clec-229,H03E18.1,glf-1,H42K12.3,pgp-1,dao-2,R07E3.6,R11G11.6,R57.2,grl-7,T03G6.1,nas-15,qua-1,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y43D4A.5,Y64H9A.2,Y75B7AR.1,grl-15,hhat-1,ZC123.1,ZC204.12,nstp-3,cuti-1,ZC434.3,wrt-1,wrt-10,ZK154.1,wrt-6,bus-17,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/20386745
Mutants	UP by aak-2 overexpressed and daf-2:rsks-1 mutant	69	143	1027	29469	4.47E-44	1.02E-40	4.88E-42	"gpx-3,C14A4.9,C14F11.6,dpy-8,C34F6.1,sym-1,ptr-4,cyp-33C2,C49F8.3,dpy-3,F01G10.9,F07C3.9,spp-13,mlt-9,F09F9.2,atf-8,F18C5.5,F22F4.1,sqt-3,clec-180,F33D4.6,hsp-12.3,dpy-7,noah-2,F56D2.3,abu-13,F57H12.6,bli-2,H03E18.1,glf-1,H42K12.3,K01A2.4,ins-35,dao-2,R07E3.6,R08E5.3,R57.2,grl-7,T03G6.1,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,clec-72,Y64H9A.2,Y75B7AR.1,grl-15,ZC204.12,cuti-1,ZC434.3,ZK1025.3,bah-1,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Development/Dauer/Aging	expression oscillatory during larval development	93	143	2682	29469	7.78E-45	1.78E-40	8.11E-43	"C01F1.5,C01G10.6,mlt-10,dhs-16,ugt-26,gpx-3,C14A4.9,C14F11.6,C31C9.2,dpy-8,osr-1,C34F6.1,cyp-25A2,C38C6.3,sym-1,ptr-4,C49F8.3,C50D2.1,D1054.9,dpy-3,F01G10.9,spp-13,mlt-9,cpt-5,F09F9.2,col-128,atf-8,F18C5.5,F21A3.2,F22F4.1,sqt-3,pqn-32,F30A10.2,clec-180,F33D4.6,nspb-4,F41G3.21,F43C1.5,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F57H12.6,lips-9,clec-229,H03E18.1,glf-1,H42K12.3,K01A2.4,ins-35,dao-2,R07E3.6,R11G11.6,R57.2,grl-7,T03G6.1,nas-15,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,W09G12.10,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y43D4A.5,Y47D7A.12,Y64H9A.2,Y75B7AR.1,grl-15,hhat-1,ZC123.1,nstp-3,cuti-1,ZC434.3,ZK1025.3,wrt-1,wrt-10,ZK154.1,wrt-6,bus-17,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/24440504
Mutants	UP by crtc-1 mutant	57	143	545	29469	3.11E-44	7.13E-41	3.1E-42	"mlt-10,C14A4.9,C14F11.6,dpy-8,C34F6.1,C38C6.3,sym-1,ptr-4,C50D2.1,D1054.9,dpy-3,spp-13,mlt-9,F09F9.2,F22F4.1,pqn-32,clec-180,F33D4.6,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F57H12.6,F58E6.13,bli-2,H03E18.1,glf-1,H42K12.3,dao-2,R07E3.6,grl-7,T03G6.1,qua-1,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y43D4A.5,grl-15,hhat-1,ZC123.1,ZC434.3,ZK1025.3,wrt-1,wrt-10,ZK154.1,wrt-6"	http://www.ncbi.nlm.nih.gov/pubmed/25723162
Mutants	UP by aak-2 overexpressed and daf-2 mutant	60	143	666	29469	8.76E-44	2.01E-39	8.37E-42	"C14A4.9,C14F11.6,dpy-8,C34F6.1,sym-1,ptr-4,C49F8.3,dpy-3,spp-13,mlt-9,F09F9.2,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,clec-180,F33D4.6,dpy-7,noah-2,F56D2.3,abu-13,F58E6.13,bli-2,H03E18.1,glf-1,H42K12.3,K01A2.4,ins-35,dao-2,R11G11.6,R57.2,grl-7,T03G6.1,qua-1,T11B7.2,dpy-2,dpy-10,dpy-9,bus-8,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y64H9A.2,Y75B7AR.1,grl-15,ZC434.3,ZK1025.3,wrt-1,wrt-10,ZK154.1,wrt-6,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/26959186
Mutants	down by lin-45 mutant (Burton)	73	143	1294	29469	1.01E-42	2.32E-39	9.3E-42	"C01F1.5,mlt-10,dhs-16,C14A4.9,C14F11.6,osr-1,C34F6.1,C38C6.3,ptr-4,C49F8.3,C50D2.1,D1054.9,dpy-3,spp-13,mlt-9,F09F9.2,atf-8,F18C5.5,F22F4.1,sqt-3,pqn-32,F30A10.2,clec-180,F33D4.6,dpy-7,F49E10.2,noah-2,F56D2.3,F56D3.1,abu-13,F58E6.13,lips-9,clec-229,H03E18.1,glf-1,H42K12.3,dao-2,R07E3.6,R08E5.3,R57.2,grl-7,T03G6.1,nas-15,qua-1,dpy-2,dpy-10,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,W09G12.10,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,Y64H9A.2,Y75B7AR.1,grl-15,hhat-1,ZC123.1,nstp-3,cuti-1,ZC434.3,wrt-1,wrt-10,ZK154.1,wrt-6,bus-17,lon-3"	https://www.ncbi.nlm.nih.gov/pubmed/28166192
Mutants	down by ife-1 mutant polysome	66	143	953	29469	6.09E-43	1.4E-38	5.37E-41	"C01G10.6,mlt-10,gpx-3,C14A4.9,C14F11.6,C31C9.2,dpy-8,C38C6.3,sym-1,C49F8.3,dpy-3,spp-13,mlt-9,F09F9.2,col-128,atf-8,F22F4.1,pqn-32,F33D4.6,nspb-4,dpy-7,mxl-3,noah-2,F56D3.1,abu-13,F57H12.6,F58E6.13,bli-2,glf-1,H42K12.3,K01A2.4,ins-35,K05F1.10,dao-2,R07E3.6,R08E5.3,R11G11.6,R57.2,grl-7,T03G6.1,nas-15,qua-1,dpy-9,bus-8,T23F6.1,T26C5.2,mlt-11,lpr-6,lpr-5,lpr-4,lpr-3,Y102A11A.5,Y11D7A.5,Y11D7A.9,Y37A1B.7,clec-72,Y64H9A.2,Y75B7AR.1,grl-15,ZC204.12,cuti-1,ZC434.3,wrt-1,wrt-10,ZK154.1,lon-3"	http://www.ncbi.nlm.nih.gov/pubmed/26542024
