Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Mutants	UP by nhr-8(hd117) mutant	46	234	328	29469	3.35E-26	7.69E-25	6.99E-24	"C08B6.3,C12D12.1,C17H12.6,C32H11.9,C50F4.1,cyp-33C9,D2007.1,ugt-43,F01D5.1,ech-9,clec-45,clec-46,fbxa-88,fbxa-18,F14H3.12,spp-18,F31F7.1,clec-62,clec-66,dct-17,F42G2.2,F49F1.6,F49F1.7,F54D5.4,klf-3,F55G11.7,F55G11.8,H20E11.3,K06A4.7,cyp-35B2,nhr-99,R03G8.3,fbxa-54,srz-100,srz-99,W04B5.3,clec-35,pcp-4,lys-2,Y34F4.5,Y41D4B.17,Y52E8A.3,clec-84,clec-85,Y9C9A.8,ZK287.9"	http://www.ncbi.nlm.nih.gov/pubmed/23931753
Mutants	down by elt-2 RNAi under Hypoxia	59	234	704	29469	8.45E-27	1.94E-22	1.62E-23	"C05C12.4,C13C4.6,C18A3.10,hpo-15,C31B8.7,C32H11.4,C32H11.9,gba-1,cyp-33C9,F01D5.1,ech-9,fbxa-88,fbxa-18,F13H8.1,F13H8.11,F14H3.12,ttr-37,spp-18,cyp-37B1,F31F7.1,clec-63,clec-66,psa-3,F42G2.5,btb-9,F49F1.6,F49F1.7,F54D5.4,F55G11.2,fbxa-190,H20E11.3,H34I24.2,K06A4.7,K08D8.5,K11E4.2,K12C11.6,clec-265,R03G8.3,T01D3.6,T02C5.1,T20F7.3,clec-173,Y102A11A.1,lys-1,lys-2,comt-2,Y39D8A.1,Y40C5A.1,Y40D12A.2,Y48A6B.7,clec-84,Y54G2A.49,clec-85,Y55F3BR.11,Y71G12B.32,Y9C9A.8,ZK1240.2,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/25284791
Development/Dauer/Aging	UP Day 8 on glp-1(e2141ts) vs. Wildtype	97	234	2559	29469	5.22E-26	1.2E-21	9.2E-24	"acl-12,C03B1.14,C08B6.3,C12D12.1,C13C4.6,lys-8,C17H12.6,hpo-15,C31B8.7,C32H11.4,math-20,C44H9.6,C49A9.6,C50F4.1,cyp-33C9,D2007.1,D2092.1,F01D5.1,ech-9,fbxa-88,ifb-2,F14B8.6,F14H3.12,F19C7.1,ttr-37,asp-6,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-63,clec-65,clec-66,F40F4.6,F42C5.4,F42G2.2,fbxa-182,F42G2.5,btb-9,dod-23,F49F1.7,F54D5.4,F55G1.15,F55G11.8,fbxa-190,nhr-193,ora-1,H20E11.3,H34I24.2,K04G11.3,K06G5.1,cyp-35B2,K08D8.5,K09C4.1,K11E4.2,M04D5.3,lact-3,ifc-2,R03G8.3,scav-5,T01D3.6,T02C5.1,fbxa-67,fbxa-54,fbxa-55,T18D3.7,T20F7.3,T24F1.5,ugt-54,T25D10.1,clec-173,W02D7.8,W04B5.3,lys-1,lys-2,fpn-1.1,Y39D8A.1,Y40C5A.1,Y40D12A.2,Y41D4B.17,Y48A6B.7,Y48C3A.5,Y52E8A.3,clec-83,clec-85,clec-82,lec-6,Y57G7A.1,skr-4,hum-8,Y71G12B.32,plc-2,fbxa-80,Y82E9BR.5,ZK1320.3,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/20555324
Microbes	"UP by PA14, 12h"	42	234	285	29469	2.6E-23	5.97E-21	4.26E-22	"C17H12.6,dod-21,C32H11.4,C32H11.9,D2007.1,F01D5.1,ech-9,clec-45,F14H3.12,F19C7.1,spp-18,clec-63,clec-66,dct-17,F40F4.6,F49F1.6,F49F1.7,lipl-1,F55G1.15,F55G11.2,F55G11.8,fbxa-190,H20E11.3,K06A4.7,K08D8.5,dod-17,clec-265,R03G8.3,T01D3.6,clec-173,fbxa-74,lys-2,Y34B4A.6,Y40D12A.2,clec-84,Y54G2A.49,clec-85,Y9C9A.8,fbxa-31,clec-143,ZK856.5,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/27066825
Mutants	down by ets-4 RNAi (Habacher)	60	234	828	29469	5.69E-24	1.31E-20	8.7E-22	"B0244.10,C12D12.1,lys-8,C17H12.6,hpo-15,oac-5,gba-1,C44H9.6,C50F4.1,F01D5.1,ech-9,ifb-2,F14H3.12,F19C7.1,asp-6,spp-18,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-63,clec-65,clec-66,dct-17,F40F4.6,F46G10.4,F54D5.4,lipl-1,egas-4,F55G1.15,F55G11.8,H34I24.2,K02A11.4,K06A4.7,K06G5.1,K08D8.5,nhr-99,lact-3,ifc-2,R03G8.3,scav-5,T01D3.6,T02C5.1,clec-173,pcp-4,fbxa-74,lys-1,lys-2,comt-2,Y34B4A.6,Y40D12A.2,clec-84,clec-85,hum-8,Y82E9BR.23,Y9C9A.8,cln-3.3,ZK1320.3,ZK287.9,ZK856.5"	https://www.ncbi.nlm.nih.gov/pubmed/27746047
Microbes	UP by PA14 (Miller)	38	234	236	29469	6.26E-22	1.44E-17	8.97E-20	"lys-8,C17H12.6,dod-21,C32H11.4,C32H11.9,C50F4.1,F31F7.1,clec-62,clec-66,dct-17,F49F1.6,F54D5.4,F55G11.2,F55G11.8,fbxa-190,H20E11.3,K08D8.5,dod-17,clec-265,ifc-2,R03G8.3,T01D3.6,T25D10.1,clec-173,W04B5.3,fbxa-74,lys-1,lys-2,comt-2,Y40D12A.2,Y41D4B.17,Y52E8A.3,clec-83,clec-85,lec-6,plc-2,Y9C9A.8,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/26360906
Mutants	down by elt-2 RNAi under Normoxia	48	234	513	29469	7.96E-21	1.83E-16	1.07E-17	"C05C12.4,C13C4.6,C18A3.10,C32H11.4,C32H11.9,gba-1,cyp-33C9,F01D5.1,fbxa-88,F14H3.12,spp-18,cyp-37B1,F31F7.1,clec-63,dct-17,F42G2.5,btb-9,dod-23,F49F1.6,F49F1.7,F55G1.15,F55G11.2,H34I24.2,fozi-1,K08D8.5,K11E4.2,K12C11.6,K12C11.7,clec-265,R03G8.3,T01D3.6,T02C5.1,T24F1.5,clec-173,lys-1,comt-2,Y39D8A.1,Y40C5A.1,Y40D12A.2,Y41D4B.17,Y48A6B.7,Y54G2A.49,clec-85,Y55F3BR.11,Y82E9BL.18,Y9C9A.8,ZK1240.2,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/25284791
Mutants	UP by hyl-2 mutant	44	234	454	29469	2.27E-17	5.21E-15	2.89E-16	"C12D12.1,C17H12.6,C32H11.4,C32H11.9,cyp-33C9,ugt-43,F01D5.1,ech-9,ifb-2,F19C7.1,asp-6,clec-62,clec-63,clec-65,clec-66,dct-17,F40F4.6,F49F1.7,F54D5.4,F55G11.2,F55G11.8,H20E11.3,H34I24.2,K06A4.7,K06G5.1,K08D8.5,dod-17,clec-265,ifc-2,T01D3.6,ugt-54,clec-173,W04B5.3,pcp-4,lys-1,lys-2,Y34B4A.6,Y39D8A.1,Y40D12A.2,clec-83,clec-84,clec-85,Y9C9A.8,clec-186"	https://www.ncbi.nlm.nih.gov/pubmed/27507791
Mutants	UP by sbp-1 RNAi	41	234	390	29469	2.06E-16	4.73E-13	2.49E-14	"B0507.3,C06B8.2,C12D12.1,C17H12.6,C31C9.6,C50F4.1,F13H8.1,F14B8.6,F14H3.12,F19C7.1,spp-18,clec-62,dct-17,F40F4.6,F42G2.2,fbxa-182,F42G2.5,F46G10.4,F49F1.6,F49F1.7,klf-3,F55G1.15,H34I24.2,K06G5.1,K08D8.5,K12C11.6,M04D5.3,lact-3,R03G8.3,T01D3.6,W04B5.3,pes-4,fbxa-74,lys-1,Y34B4A.6,fpn-1.1,Y39D8A.1,Y40D12A.2,Y41D4B.17,lec-6,skr-4"	http://www.ncbi.nlm.nih.gov/pubmed/26321661
Mutants	UP by glp-1 mutant (Boyd)	71	234	1633	29469	2.27E-16	5.21E-16	2.6E-14	"B0244.10,acl-12,C03B1.14,C08B6.3,C12D12.1,C13C4.6,lys-8,C17H12.6,hpo-15,math-20,C50F4.1,cyp-33C9,D2007.1,D2092.1,ugt-43,F01D5.1,fbxa-88,fbxa-18,F19C7.1,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-65,clec-66,dct-17,F40F4.6,F42C5.4,F42G2.2,fbxa-182,F42G2.5,btb-9,F46G10.4,dod-23,F49F1.6,lipl-1,klf-3,F55G11.2,F55G11.7,F55G11.8,nhr-193,H20E11.3,H34I24.2,K08D8.5,K09C4.1,K11E4.2,M03D4.6,lact-3,R03G8.3,lipl-3,T01D3.6,T02C5.1,T20F7.3,T23F4.3,ugt-54,T25D10.1,clec-173,W04B5.3,Y102A11A.1,Y110A2AL.3,fpn-1.1,Y39D8A.1,Y41D4B.17,clec-83,clec-82,lec-6,Y57G7A.1,skr-4,hum-8,plc-2,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/19879883
Mutants	UP by rege-1 RNAi (Habacher)	39	234	354	29469	1.5E-15	3.44E-14	1.64E-13	"B0244.10,C12D12.1,C13C4.6,lys-8,C17H12.6,oac-5,gba-1,C50F4.1,ech-9,F19C7.1,asp-6,spp-18,cyp-37B1,F31F7.1,clec-62,clec-63,clec-66,F40F4.6,F46G10.4,lipl-1,egas-4,F55G1.15,H34I24.2,K02A11.4,K06G5.1,nhr-99,lact-3,scav-5,pcp-4,fbxa-74,comt-2,Y34B4A.6,Y34F4.5,Y40D12A.2,clec-84,Y9C9A.8,cln-3.3,ZK287.9,ZK856.5"	https://www.ncbi.nlm.nih.gov/pubmed/27746047
DAF/Insulin/food	Down N2-Cel-RhebRNAi-fasting	44	234	507	29469	2.32E-16	5.33E-13	2.42E-13	"C08B6.3,lys-8,math-20,C50F4.1,ugt-43,ech-9,F19C7.1,asp-6,cyp-37B1,F31F7.1,nhr-8,clec-62,clec-63,clec-65,F42G2.5,F54D5.4,lipl-1,F55G11.8,vit-3,vit-4,H20E11.3,H34I24.2,K06G5.1,K08D8.5,K12C11.6,K12C11.7,R03G8.3,T01D3.6,T02C5.1,fbxa-54,T25D10.1,clec-173,lys-1,lys-2,fpn-1.1,Y40D12A.2,Y41D4B.17,clec-83,clec-85,lec-6,skr-4,hum-8,ZK1320.3,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/19079239
DAF/Insulin/food	UP by daf-16 mutant under daf-2;rsks-1 mutant	60	234	1170	29469	9.76E-16	2.24E-11	9.73E-15	"C03B1.14,C06B8.2,C12D12.1,math-15,lys-8,C17H12.6,hpo-15,oac-5,dod-21,C32H11.4,D2007.1,ugt-43,fbxa-18,ifb-2,F14H3.12,F19C7.1,ttr-37,srj-29,F31F7.1,clec-66,dct-17,F40F4.6,F46G10.4,dod-23,F49F1.6,F49F1.7,F54D5.4,F55G1.15,F55G11.2,F55G11.8,vit-3,vit-4,slcf-1,H20E11.3,K02A11.4,K08D8.5,dod-17,clec-265,ifc-2,T01D3.6,fbxa-55,T20F7.3,clec-173,Y102A11A.1,clec-35,pcp-4,fbxa-74,lys-1,lys-2,dmsr-2,comt-2,Y34B4A.6,Y40C7B.4,Y48A6B.7,clec-84,clec-82,lec-6,Y55F3BR.11,Y82E9BL.18,ZK287.9"	http://www.ncbi.nlm.nih.gov/pubmed/24332851
Chemicals/stress	"UP by UV irradiation, daf-2/daf-16 dependent"	40	234	492	29469	2.34E-11	5.37E-09	2.24E-10	"acl-12,lys-8,C32H11.4,D2007.1,F01D5.1,ech-9,ttr-37,cyp-37B1,clec-62,clec-64,clec-65,clec-66,dct-17,F40F4.6,F54D5.4,F55G11.7,F55G11.8,fbxa-190,H20E11.3,K08D8.5,dod-17,clec-265,R03G8.3,scav-5,clec-173,Y102A11A.1,pcp-4,fbxa-74,fpn-1.1,Y40D12A.2,Y41D4B.17,Y52E8A.3,clec-83,Y57G7A.1,skr-4,plc-2,fbxa-80,fbxa-19,Y9C9A.8,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/25419847
Tissue	intestine enriched core	33	234	298	29469	1.17E-11	2.69E-08	1.07E-08	"B0507.3,C05C12.4,C08B6.3,math-15,C32H11.4,C50F4.1,F01D5.1,F14B8.6,F19C7.1,ttr-37,nhr-8,clec-66,F42G2.2,fbxa-182,F46G10.4,F49F1.6,F54D5.4,F55G11.8,H34I24.2,K04G11.3,K11E4.2,K12C11.6,K12C11.7,fbxa-54,ugt-54,Y34B4A.6,Y34F4.5,Y40C5A.1,Y40C7B.4,plc-2,Y82E9BR.21,Y82E9BR.23,ZK1320.3"	http://www.ncbi.nlm.nih.gov/pubmed/21177967
Chemicals/stress	UP by gamma ray at 2h	26	234	142	29469	1.64E-10	0.000000377	1.45E-09	"C17H12.6,dod-21,C32H11.4,F01D5.1,ech-9,clec-66,dod-23,F49F1.6,F49F1.7,F54D5.4,F55G11.2,F55G11.8,slcf-1,K08D8.5,dod-17,clec-265,R03G8.3,T01D3.6,T25D10.1,W04B5.3,pcp-4,lys-1,lys-2,clec-85,skr-4,clec-186"	http://www.ncbi.nlm.nih.gov/pubmed/18627611
