Category	Term	Counts	ListSize	PopHit	Pop.Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
DAF/Insulin/food	Fasting-Induced	99	325	1641	29469	4.73E-30	1.08E-26	9.85E-28	"cyp-34A9,nlp-28,faah-2,B0272.4,B0284.1,B0284.2,ckb-2,aqp-2,acs-7,C02F5.7,cht-1,icl-1,C06B3.6,C08E3.13,C10C5.5,srr-6,nnt-1,tre-5,C23H4.6,srw-85,nmur-4,C33D9.5,lact-5,fipr-22,fipr-24,tag-253,ttr-5,C44B7.6,dhs-18,acs-17,nhr-6,C49G7.10,paf-2,fbxb-96,fbxb-80,cyp-13B1,sto-1,tir-1,F14B8.5,F16B4.7,F16C3.2,F17C11.11,F18C5.10,F22B8.7,F26F12.3,F28H1.1,pha-4,nep-14,lbp-1,F45D3.4,F47A4.5,F47E1.4,F48D6.4,F53C3.6,F53E10.1,F54F3.4,F57G8.7,F58A6.1,F58F9.7,K02E10.1,K02E10.6,K07B1.8,K09D9.1,K10B4.3,cpt-4,mtl-1,sodh-2,sek-1,cnc-4,sma-1,T03F1.6,cyp-13A5,gem-4,T12D8.5,T19C9.8,T20B3.1,T20D4.12,hsp-16.11,W08A12.2,Y17G9A.4,siah-1,Y41C4A.11,Y43F8B.9,Y44A6C.1,efhd-1,cpt-3,Y54G2A.11,Y56A3A.33,thn-5,ttr-17,pho-9,Y77E11A.2,Y87G2A.2,Y97E10AR.1,kgb-2,ZC443.3,tep-1,ZK550.6,best-24"	http://www.ncbi.nlm.nih.gov/pubmed/23352664
Development/Dauer/Aging	UP by aging on day 10	129	325	3047	29469	1.48E-28	3.4E-26	2.83E-25	"B0024.3,B0205.13,B0284.1,B0284.2,B0403.3,tes-1,B0563.10,hil-7,adm-2,C06B3.6,C06B3.7,C07H4.1,C08E3.13,C17H1.5,tre-5,C23H4.6,C25E10.10,srw-85,C25F9.16,C27B7.9,fipr-22,C37A5.3,fipr-24,ttr-5,C44B7.6,dhs-18,prx-11,nhr-6,spp-15,C49G7.10,irg-2,C49G7.7,C54C6.7,E04F6.8,vhp-1,F08G2.4,F10E9.1,pqn-29,F11E6.11,F16B4.7,F16C3.2,F17C11.11,col-89,F17C8.3,F19B10.13,F25B3.5,F26G1.2,F28F5.4,F45D3.4,F47A4.5,acs-16,F48C1.9,F48E3.2,F48E3.8,F53C11.9,F53C3.6,bro-1,dct-8,F58F9.7,F59C6.18,ttr-45,K07G5.4,K09D9.1,K10B4.3,K10G6.9,K10H10.10,cpt-4,mtl-1,osm-3,M05B5.2,arrd-3,R05H10.1,nhr-208,R09A1.3,cnc-4,R09D1.12,R09E10.13,T05E7.4,T07A5.7,cyp-13A5,T10C6.15,cyp-34A2,T10H9.8,gem-4,T12D8.5,T13H5.6,ver-1,T20D4.12,T20D4.7,cnp-3,T23F11.6,srr-2,hsp-16.11,ttr-6,W01A11.7,W01F3.2,W02A2.8,W03G1.5,W04A4.2,W04G3.13,W07A12.4,W08A12.2,Y102A11A.9,dlc-3,fbxa-36,Y2H9A.6,Y38F1A.8,nhr-236,Y38H6C.24,clp-4,pvf-1,Y39B6A.27,Y41C4A.11,col-95,Y43F8B.9,cpt-3,Y56A3A.33,Y57G11C.46,Y58A7A.3,ttr-17,Y73C8B.5,Y77E11A.2,ptr-22,Y95B8A.6,Y97E10AR.1,ZK105.1,ghi-1,tep-1,ZK550.6"	http://www.ncbi.nlm.nih.gov/pubmed/26623667
Microbes	UP by S. aureus (Visvikis)	73	325	821	29469	1.77E-27	4.05E-27	3.12E-25	"nlp-28,C02F5.7,cht-1,icl-1,C06B3.6,C08E3.13,srr-6,nnt-1,cal-2,tre-5,C27B7.9,fipr-22,fipr-24,tag-253,ttr-5,dhs-18,acs-17,spp-15,E04F6.8,cyp-13B1,F11E6.11,F16C3.2,F18C5.10,tli-1,F26F12.3,F38E9.1,csq-1,lbp-1,F45D3.4,F47A4.5,F48D6.4,oac-31,F53C11.9,F53C3.6,F53E10.1,F54F3.4,F59B10.4,ttr-45,cpg-8,K06A9.2,K07B1.8,M01A8.1,M05B5.2,sek-1,cnc-4,R09D1.12,T10G3.1,T10H9.8,T12D8.5,T20B3.1,T24B8.4,ttr-6,W01A11.7,W01F3.2,W05H9.3,W08A12.2,dlc-3,siah-1,pvf-1,col-95,Y43F8B.9,Y44A6C.1,efhd-1,Y54G2A.11,Y58A7A.3,ttr-17,Y70G10A.3,ubc-8,Y95B8A.6,ZC443.3,tep-1,ZK550.6,best-24"	http://www.ncbi.nlm.nih.gov/pubmed/24882217
Chemicals/stress	"down by arsenic, high dose"	67	325	690	29469	4.02E-27	9.23E-24	6.59E-25	"nlp-28,faah-2,B0284.2,C02F5.7,cht-1,C06B3.6,C06B3.7,srr-6,egrh-1,nmur-4,C33D9.5,fipr-22,fipr-24,acs-17,nhr-6,C49G7.10,irg-2,E04F6.8,vhp-1,F08G2.4,F17C11.11,F18C5.10,F26F12.3,F26G1.2,F28H1.1,pha-4,F45D3.4,F47A4.5,F48D6.4,oac-31,F53C3.6,F59B10.4,swt-1,cpg-8,K07B1.8,K07G5.4,K09D9.1,R05H10.1,cnc-4,T05E7.4,cyp-13A5,gem-4,T12D8.5,cnp-3,W01F3.2,W03G1.5,W05H9.3,W08A12.2,W10G11.1,siah-1,clp-4,Y41C4A.11,Y43F8B.9,Y44A6C.1,efhd-1,haf-7,Y54G2A.11,Y56A3A.33,Y58A7A.3,Y73C8B.1,Y77E11A.2,ptr-22,ZC443.3,ZK1010.8,srt-22,ghi-1,tep-1"	http://www.ncbi.nlm.nih.gov/pubmed/23894281
Chemicals/stress	UP by high dichlorvos	75	325	996	29469	9.42E-25	2.16E-20	1.44E-21	"cyp-34A9,nlp-28,B0284.2,ckb-2,C02F5.7,cht-1,icl-1,C06B3.7,C06E4.3,C10G11.7,srr-6,C23H4.6,srw-85,egrh-1,lact-5,fipr-22,fipr-24,C44B7.6,C45G9.7,C49G7.10,irg-2,paf-2,vhp-1,F08G2.4,dhhc-1,tir-1,F16B4.7,F22B8.7,F23C8.6,F26G1.2,F28H1.1,F45D3.4,F47A4.5,F48D6.4,F48E3.8,oac-31,F53C3.6,pcs-1,F59B10.4,swt-1,cyp-14A3,sodh-2,sli-1,osm-3,R05H10.1,cnc-4,cyp-13A5,gem-4,T12D8.5,T20D4.7,scrm-1,cnp-3,T24B8.4,srr-2,ttr-6,W01F3.2,W07A12.4,W08E12.3,fbxa-36,clp-4,Y43F8B.9,Y44A6C.1,efhd-1,haf-7,Y58A7A.3,thn-5,Y73C8B.1,Y77E11A.2,ptr-22,Y95B8A.6,kgb-2,ugt-4,ZK154.6,ghi-1,tep-1"	http://www.ncbi.nlm.nih.gov/pubmed/19402892
Microbes	UP by S. aureus (Bond)	56	325	482	29469	4.33E-23	9.93E-21	6.21E-22	"cyp-34A7,cyp-34A9,hil-7,C02F5.7,cht-1,C11G10.1,nnt-1,cal-2,C28G1.2,fipr-22,fipr-24,C44B7.6,acs-17,paf-2,D2063.1,clec-17,cyp-13B1,F08G12.5,F16B4.7,F16C3.2,F18C5.10,F26A1.8,F26F12.3,F38E9.1,lbp-1,oac-31,F54F7.2,F57G8.7,F58F9.7,F59B10.4,cyp-14A3,mtl-1,M7.12,R05H10.1,R09D1.12,dhs-31,cyp-34A2,gem-4,T20B3.1,cnp-3,W01A11.7,W01F3.2,W08A12.2,W10G11.1,W10G11.2,cpt-3,Y53G8B.2,Y56A3A.33,Y70G10A.3,ptr-22,ZC443.3,ugt-4,ghi-1,tep-1,ZK550.6,best-24"	http://www.ncbi.nlm.nih.gov/pubmed/25474640
Chemicals/stress	UP by 1ng/ml ivermectin	56	325	535	29469	1.15E-20	2.63E-18	1.5E-18	"cyp-34A9,nlp-28,acs-7,C02F5.7,icl-1,C06B3.6,C06B3.7,C11G10.1,srr-6,nnt-1,cal-2,C18H7.1,fipr-22,C44B7.6,dhs-18,acs-17,C49G7.10,irg-2,F16C3.2,F26F12.3,F45D3.4,F54F3.4,F57G8.7,F58F9.7,K09D9.1,mtl-1,sli-1,M7.8,cnc-4,T03F1.6,dhs-31,T10G3.1,cyp-34A2,gem-4,T12D8.5,ttr-6,W01F3.2,W08A12.2,W10G11.1,pvf-1,Y39B6A.27,col-95,faah-6,Y43F8B.9,Y44A6C.1,efhd-1,Y54G2A.11,Y58A7A.3,ttr-17,pho-9,Y95B8A.6,ZC443.3,ugt-4,ZK1240.6,ZK550.6,best-24"	http://www.ncbi.nlm.nih.gov/pubmed/22348077
Chemicals/stress	UP by mercury high 4H	65	325	784	29469	1.18E-20	2.7E-17	1.5E-18	"lin-24,nlp-28,faah-2,ckb-2,B0403.3,aqp-2,C02F5.7,icl-1,C06B3.7,C07H4.1,C25E10.10,C28G1.2,fipr-22,fipr-24,tag-253,ttr-5,C45G9.7,acs-17,nhr-6,spp-15,C49G7.10,vhp-1,sto-1,F08G12.5,F08G2.4,F18C5.10,F23C8.6,F26F12.3,F28H1.1,pha-4,F45D3.4,F47A4.5,F48E3.8,oac-31,F53E10.1,pcs-1,F59B10.4,swt-1,cpg-8,K06A9.2,K09D9.1,sodh-2,sli-1,R05H10.1,T10G3.1,cyp-34A2,T28A11.3,W01A11.7,W01F3.2,W08A12.2,W08E12.3,W10G11.1,nhr-236,pvf-1,ttm-1,Y41C4A.11,Y43F8B.9,haf-7,Y53G8B.2,ttr-17,ptr-22,ZK105.1,ZK154.6,tep-1,best-24"	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE42592
Mutants	UP unc-32(e189);dcr-1(ok247) vs. unc-32(e189)	74	325	1116	29469	1.61E-19	3.69E-17	1.94E-17	"nlp-28,faah-2,B0284.2,hil-7,aqp-2,cht-1,icl-1,C06B3.6,C06B3.7,C06B8.7,C07H4.1,C10C5.5,srr-6,nnt-1,C25E10.10,nmur-4,C33D9.5,lact-5,C36E8.4,fipr-22,acs-17,spp-15,C49G7.10,irg-2,C49G7.7,paf-2,E04F6.8,vhp-1,sto-1,F08G12.5,dhhc-1,tir-1,F14B8.5,F17C11.11,F18C5.10,F19C6.2,F22B8.7,F28H1.1,F45D3.4,F47A4.5,oac-31,F53C3.6,F56A4.3,F58F9.7,K02E10.6,K09D9.1,mtl-1,M05B5.2,cnc-4,R13H4.5,sma-1,cyp-13A5,cyp-34A2,gem-4,T20D4.7,scrm-1,T24B8.4,ttr-6,W01F3.2,W05H9.3,W08A12.2,vab-2,clp-4,efhd-1,cpt-3,haf-7,Y58A7A.3,Y77E11A.2,Y95B8A.6,ZC443.3,ZK105.1,ZK154.6,tep-1,ZK550.6"	http://www.ncbi.nlm.nih.gov/pubmed/17526642
Chemicals/stress	UP by HF-HQ 2.0 3D	69	325	994	29469	3.33E-18	7.64E-16	3.82E-16	"cyp-34A9,nlp-28,B0272.4,B0403.3,tes-1,aqp-2,acs-7,C02F5.7,C06B3.6,C07H4.1,C08E3.13,C11G10.1,nnt-1,cal-2,tre-5,C23H4.6,tag-253,ttr-5,C44B7.6,dhs-18,acs-17,prx-11,C49G7.10,irg-2,sto-1,F08G2.4,tir-1,F16C3.2,F17C11.11,F18C5.10,F26F12.3,F38E9.1,nep-14,lbp-1,F45D3.4,F48E3.8,egl-15,F58A6.1,F58F9.7,swt-1,K09D9.1,mtl-1,M01A8.1,M7.8,R09A1.3,cnc-4,R13H4.5,T03F1.6,T10G3.1,cyp-34A2,gem-4,T12D8.5,T19C9.8,T20B3.1,T24B8.4,W01F3.2,W05H9.3,pvf-1,Y41C4A.11,Y43F8B.9,Y44A6C.1,Y54G2A.11,Y58A7A.3,Y77E11A.2,ZC443.3,ghi-1,tep-1,ZK550.6,best-24"	http://www.ncbi.nlm.nih.gov/pubmed/22529848
