Category	Term	Counts	ListSize	PopHit	Pop Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Chemicals/stress	down by arsenite at 48h	41	182	158	31146	1.30E-54	3.90E-51	5.80E-53	col-10;abu-8;C05E7.2;col-39;col-125;col-107;C45B2.2;col-14;col-130;F10D11.6;ram-2;F41F3.3;F53F1.4;cut-2;col-104;H10E21.4;col-77;R12E2.7;R74.2;grd-14;phat-4;T06E4.14;col-147;col-168;col-167;col-169;grd-6;T19C3.2;T21C9.9;pqn-74;grd-13;Y47D3B.6;Y47D7A.13;grl-5;col-48;grl-16;col-97;abu-14;ZK180.5;ZK180.6;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/23534459
DAF/Insulin/food	UP by daf-16 mutant (Delaney)	77	182	1356	31146	1.70E-54	5.10E-51	7.50E-53	col-145;B0280.7;B0310.6;C02E7.6;C02E7.7;abu-8;C04G6.2;C05E7.2;C06E8.5;C15A11.4;col-125;C42D4.3;col-180;C45B2.3;col-14;col-161;dct-5;F08F3.4;col-130;F10D11.6;F15B9.8;col-12;col-13;pes-8;F20D6.5;ram-2;F41F3.3;F48G7.5;col-133;F53F1.4;cut-2;col-155;col-104;H10E21.4;K01D12.9;K02E11.10;nas-3;K10H10.4;col-77;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;phat-4;pqn-63;T06E4.12;T06E4.14;col-146;T06E4.8;T06E4.9;col-157;grd-6;T19C3.2;T21C9.9;ptr-16;hsp-12.1;rnr-1;pqn-72;pqn-74;col-162;col-109;Y47D3B.6;Y47D7A.13;Y47D7A.15;grl-5;col-48;Y58A7A.1;grl-16;Y71G12B.25;dao-4;col-97;abu-14;ZK180.5;ZK180.6;wrt-4;ZK84.1	NULL
Microbes	"down by B. thuringiensis (BT247), 12h"	75	182	1262	31146	2.70E-54	7.90E-51	1.10E-52	col-149;clec-52;col-145;nspb-10;C02E7.6;C02E7.7;abu-8;C04G6.2;C05E7.2;doxa-1;gpx-5;col-7;col-62;col-125;C39B5.5;C42D4.3;col-180;C45B2.2;col-161;dct-5;F08F3.4;col-130;F10D11.6;ugt-41;col-12;col-13;F20D6.5;col-60;col-81;ram-2;col-139;grl-4;sir-2.3;F48G7.5;col-133;F53F1.4;cut-2;col-154;col-159;ttr-31;col-104;arrd-10;dpy-14;nas-3;tyr-2;col-129;col-77;R07E3.4;R07E5.4;grd-14;T01G5.1;phat-4;pqn-63;T06E4.14;col-147;col-146;T06E4.8;T06E4.9;col-167;col-170;col-157;col-142;col-141;grd-6;ugt-9;pqn-74;col-92;grd-13;col-120;col-162;Y37E11B.7;Y47D7A.13;Y47D7A.15;col-137;Y58A7A.1	NULL
Mutants	Up in hlh-25 	56	182	509	31146	7.60E-54	2.20E-50	3.20E-52	col-149;col-145;nspb-10;C02E7.6;C02E7.7;abu-8;abu-8;col-39;gpx-5;col-7;col-125;acs-19;C42D4.3;col-180;E01G4.6;col-130;col-91;F15E11.1;col-12;col-12;ram-2;F41F3.3;grl-4;F53F1.4;col-104;H10E21.4;col-49;col-77;R12E2.14;R12E2.14;R12E2.15;R12E2.7;grd-14;phat-4;col-147;col-167;col-169;col-157;col-142;grd-6;pqn-74;col-88;col-109;Y47D3B.6;Y47D7A.13;Y47D7A.13;col-48;rol-1;grl-16;col-97;abu-14;abu-14;ZK180.5;ZK180.5;ZK180.6;ZK84.1	https://pubmed.ncbi.nlm.nih.gov/26438299/
Mutants	down by ife-1 mutant polysome	68	182	955	31146	9.30E-54	2.70E-50	3.90E-52	col-149;col-145;B0280.7;B0310.6;ttr-18;nspb-10;C02E7.6;C02E7.7;abu-8;C05E7.2;C06A1.2;C06E8.5;col-39;gpx-5;col-107;col-180;C45B2.2;col-14;col-161;dct-5;col-130;col-91;ifb-1;F15B9.8;F15E11.1;ram-2;decr-1.1;F48G7.5;F53F1.4;cut-2;ttr-31;col-104;H10E21.4;tyr-2;K10H10.4;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;grd-14;T01D1.3;phat-4;pqn-63;col-147;T06E4.9;col-169;col-170;T10E9.3;col-141;grd-6;hsp-12.1;pqn-74;ins-33;col-162;Y37E11B.7;col-109;Y47D3B.6;grl-5;col-48;grl-16;dao-4;col-97;abu-14;ZK180.5;ZK180.6;wrt-4;ZK84.1	NULL
Mutants	UP by wrn-1 mutant	59	182	615	31146	1.90E-53	5.50E-50	7.60E-52	col-149;col-10;C02E7.6;C02E7.7;C04G6.2;C06E8.5;col-39;col-125;col-107;C42D4.3;col-180;col-161;dct-5;col-130;col-91;col-12;col-13;F20D6.5;ram-2;F41F3.3;grl-4;F48G7.5;col-133;F53F1.4;cut-2;col-154;col-155;col-159;col-160;ugt-13;K01D12.9;K02E11.10;nas-3;tyr-2;K10H10.4;col-77;lips-17;R12E2.14;R12E2.15;grd-14;col-147;col-146;col-168;col-167;col-170;col-157;col-142;col-141;grd-6;T21C9.9;col-94;col-92;grd-13;col-162;clec-174;Y47D7A.13;grl-16;ZK180.5;ZK180.6	http://www.ncbi.nlm.nih.gov/pubmed/25346348
Mutants	down by crh-1(tz2) mutant	69	182	1030	31146	7.20E-53	2.10E-49	2.90E-51	col-149;C02E7.7;C05E7.2;C06E8.5;col-39;col-62;col-125;C42D4.3;C45B2.2;col-14;col-161;E01G4.6;dct-5;col-130;col-91;ugt-41;col-13;col-60;nlp-24;col-81;F41F3.3;col-139;col-133;cut-2;col-154;col-155;col-159;col-160;col-104;H10E21.4;ugt-13;tyr-2;col-49;K10H10.4;col-129;col-77;R12E2.15;R12E2.7;grd-14;tbb-6;col-146;col-167;col-169;col-170;T10E9.3;col-142;col-141;grd-6;toh-1;pqn-74;col-92;col-88;col-120;Y47D7A.13;Y47D7A.15;grl-5;col-71;col-137;Y51H7C.13;col-48;rol-1;grl-16;bli-6;dao-4;col-97;abu-14;ZK180.6;wrt-4;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/17900898
Development/Dauer/Aging	down by Dauer vs. Dauer recovery 12 h (McElwee)	72	182	1173	31146	8.10E-53	2.40E-49	3.20E-51	col-149;clec-52;col-145;col-10;C02E7.6;C02E7.7;doxa-1;col-39;col-125;col-107;col-180;C45B2.2;col-14;F08F3.4;col-130;col-91;ifb-1;F10D11.6;F15B9.8;F15E11.1;col-12;col-13;chw-1;F35H10.10;col-81;ram-2;F41F3.3;col-139;col-133;F53F1.4;cut-2;col-154;col-155;col-159;col-160;col-104;K01D12.9;nas-3;col-49;col-129;col-77;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;T01D1.3;srh-46;col-146;T06E4.8;T06E4.9;col-157;col-142;col-141;grd-6;T21C9.9;ptr-16;mup-2;W01A8.6;pqn-74;col-94;col-92;col-88;col-120;Y47D3B.6;col-97;abu-14;ZK180.5;ZK180.6;col-63;wrt-4;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/15308663
Chemicals/stress	Down by MWCNT 4H vs. 0H	56	182	532	31146	9.00E-53	2.60E-49	3.50E-51	B0310.6;nspb-10;C02E7.6;C02E7.7;abu-8;C05E7.2;col-39;C42D4.3;col-180;C45B2.2;col-161;dct-5;col-130;ifb-1;F10D11.6;ugt-41;col-60;ram-2;F41F3.3;grl-4;F53F1.4;ttr-31;col-104;H10E21.4;ugt-13;K01D12.9;col-49;col-77;R07E3.4;R07E5.4;R12E2.14;R12E2.15;R12E2.7;grd-14;T01D1.3;phat-4;pqn-63;grd-6;ugt-9;toh-1;pqn-74;col-88;col-120;col-162;col-109;Y47D3B.6;Y47D7A.13;col-71;col-137;Y51H7C.13;col-48;rol-1;Y58A7A.1;col-97;abu-14;ZK180.5	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847
Mutants	Down in lin-45 mutant embryos	74	182	1276	31146	1.00E-52	2.90E-49	3.90E-51	B0034.7;B0280.7;C02E7.6;C02E7.7;C05E7.2;C06E8.5;C15A11.4;col-125;C40A11.10;col-180;col-14;C53A5.2;dct-5;col-130;F10D11.6;F15B9.8;col-12;pes-8;F35H10.10;ram-2;F41F3.3;F48G7.5;F53B1.4;cut-2;col-121;col-104;H10E21.4;dpy-14;K01D12.9;K10H10.4;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;T01D1.3;T01G5.1;pqn-63;T06E4.12;T06E4.14;T06E4.8;T06E4.9;T10E9.3;col-157;grd-6;T19C3.2;T21C9.9;ptr-16;hsp-12.1;toh-1;W01A8.6;pqn-72;W01F3.1;pqn-74;W06A11.1;col-109;Y41D4B.6;lact-8;Y47D3B.6;Y47D7A.13;grl-5;Y48G1BR.1;col-48;Y58A7A.1;grl-16;hex-5;Y71G12B.25;col-97;abu-14;ZK180.5;ZK180.6;wrt-4	https://www.nature.com/articles/ncb3470
Mutants	Up in set-26; glp-1  vs glp-1	96	182	2661	31146	1.20E-52	3.60E-49	4.70E-51	col-10;col-10;col-10;nspb-10;nspb-10;nspb-10;C06E8.5;C06E8.5;C06E8.5;col-39;col-39;col-39;col-125;col-125;col-125;col-107;col-107;col-107;C42D4.3;C42D4.3;C42D4.3;col-180;col-180;col-180;C45B2.2;C45B2.2;C45B2.2;dct-5;dct-5;dct-5;F15B9.11;F15B9.11;F15B9.11;grl-4;grl-4;grl-4;sir-2.3;sir-2.3;sir-2.3;F48G7.5;F48G7.5;F48G7.5;ugt-13;ugt-13;ugt-13;nas-3;nas-3;nas-3;tyr-2;tyr-2;tyr-2;K10H10.4;K10H10.4;K10H10.4;tbb-6;tbb-6;tbb-6;col-147;col-147;col-147;col-146;col-146;col-146;col-168;col-168;col-168;col-167;col-167;col-167;col-169;col-169;col-169;col-170;col-170;col-170;col-141;col-141;col-141;toh-1;toh-1;toh-1;grd-13;grd-13;grd-13;ins-33;ins-33;ins-33;Y37E11B.7;Y37E11B.7;Y37E11B.7;clec-174;clec-174;clec-174;Y47D7A.13;Y47D7A.13;Y47D7A.13	https://pubmed.ncbi.nlm.nih.gov/29714684/
Mutants	Up by jmjd-1.2 overexpression	138	182	6894	31146	1.20E-52	3.60E-49	4.70E-51	clec-52;clec-52;clec-52;col-145;col-145;col-145;col-10;col-10;col-10;abu-8;abu-8;abu-8;doxa-1;doxa-1;doxa-1;C42D4.3;C42D4.3;C42D4.3;dct-5;dct-5;dct-5;col-91;col-91;col-91;F10D11.6;F10D11.6;F10D11.6;ugt-41;ugt-41;ugt-41;pes-8;pes-8;pes-8;F35H10.10;F35H10.10;F35H10.10;grl-4;grl-4;grl-4;F53F1.4;F53F1.4;F53F1.4;cut-2;cut-2;cut-2;col-154;col-154;col-154;col-155;col-155;col-155;H10E21.4;H10E21.4;H10E21.4;ugt-13;ugt-13;ugt-13;tyr-2;tyr-2;tyr-2;R07E5.4;R07E5.4;R07E5.4;lips-17;lips-17;lips-17;tbb-6;tbb-6;tbb-6;pqn-63;pqn-63;pqn-63;T06E4.12;T06E4.12;T06E4.12;T06E4.14;T06E4.14;T06E4.14;col-146;col-146;col-146;col-169;col-169;col-169;T10E9.3;T10E9.3;T10E9.3;col-141;col-141;col-141;grd-6;grd-6;grd-6;ugt-9;ugt-9;ugt-9;T20D4.5;T20D4.5;T20D4.5;T21C9.9;T21C9.9;T21C9.9;ptr-16;ptr-16;ptr-16;pqn-72;pqn-72;pqn-72;W01F3.1;W01F3.1;W01F3.1;pqn-74;pqn-74;pqn-74;col-94;col-94;col-94;grd-13;grd-13;grd-13;W06A11.1;W06A11.1;W06A11.1;Y48G1BR.1;Y48G1BR.1;Y48G1BR.1;abu-14;abu-14;abu-14;ZK180.5;ZK180.5;ZK180.5;wrt-4;wrt-4;wrt-4;ZK84.1;ZK84.1;ZK84.1	https://pubmed.ncbi.nlm.nih.gov/27133168/
Mutants	Down in daf-16;fer-15 at day6-7	58	182	606	31146	2.00E-52	6.00E-49	7.50E-51	col-149;col-149;col-10;col-10;ttr-18;ttr-18;col-39;col-39;col-125;col-125;col-107;col-107;col-180;col-180;col-14;col-14;col-161;col-161;col-13;col-13;ram-2;ram-2;F41F3.3;F41F3.3;col-133;col-133;F53F1.4;F53F1.4;col-159;col-159;col-104;col-104;nas-3;nas-3;col-77;col-77;R07E5.4;R07E5.4;col-147;col-147;col-167;col-167;T12A2.1;T12A2.1;col-162;col-162;clec-174;clec-174;Y47D7A.13;Y47D7A.13;col-71;col-71;rol-1;rol-1;col-97;col-97;ZK180.5;ZK180.5	https://pubmed.ncbi.nlm.nih.gov/30773782/
Chemicals/stress	UP Formaldehyde exposure 24H	61	182	737	31146	1.40E-51	4.20E-48	5.30E-50	col-145;col-10;ttr-18;nspb-10;col-39;col-7;col-62;col-125;col-107;col-180;C45B2.2;col-161;E01G4.6;dct-5;col-91;ugt-41;col-12;col-13;col-60;col-81;ram-2;col-139;grl-4;decr-1.1;col-133;col-154;col-155;col-159;col-160;ttr-31;col-104;ugt-13;tyr-2;col-49;col-129;col-77;R12E2.7;grd-14;phat-4;col-147;col-146;col-168;col-167;col-169;col-170;T10E9.3;col-157;col-142;col-141;col-94;col-92;col-120;col-162;col-109;Y47D7A.13;col-71;col-137;Y51H7C.13;rol-1;col-97;col-63	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013
Mutants	down by lin-45 mutant (Burton)	73	182	1294	31146	4.30E-51	1.30E-47	1.60E-49	B0034.7;B0280.7;C02E7.6;C02E7.7;C05E7.2;C06E8.5;C15A11.4;col-125;C40A11.10;col-180;col-14;C53A5.2;dct-5;col-130;F10D11.6;F15B9.8;col-12;pes-8;F35H10.10;ram-2;F41F3.3;F48G7.5;cut-2;col-121;col-104;H10E21.4;dpy-14;K01D12.9;K10H10.4;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;T01D1.3;T01G5.1;pqn-63;T06E4.12;T06E4.14;T06E4.8;T06E4.9;T10E9.3;col-157;grd-6;T19C3.2;T21C9.9;ptr-16;hsp-12.1;toh-1;W01A8.6;pqn-72;W01F3.1;pqn-74;W06A11.1;col-109;Y41D4B.6;lact-8;Y47D3B.6;Y47D7A.13;grl-5;Y48G1BR.1;col-48;Y58A7A.1;grl-16;hex-5;Y71G12B.25;col-97;abu-14;ZK180.5;ZK180.6;wrt-4	NULL
Mutants	Activated by glp-1 mutant (Germ cell absence)	73	182	1303	31146	7.00E-51	2.10E-47	2.50E-49	col-149;col-145;col-10;ttr-18;C05E7.2;col-39;col-62;col-125;col-107;C39B5.5;C42D4.3;col-180;C45B2.2;col-14;E01G4.6;col-130;col-91;F10D11.6;ugt-41;col-12;col-13;ttm-2;F28H7.8;col-81;ram-2;col-139;decr-1.1;col-133;F53F1.4;col-155;col-159;col-104;K02E11.10;nas-3;tyr-2;col-49;col-129;col-77;R07E3.4;R07E5.4;grd-14;tbb-6;col-147;col-167;col-169;T10E9.3;col-157;col-142;toh-1;W01F3.1;pqn-74;col-94;col-92;grd-13;col-88;col-120;col-109;lact-8;grsp-1;Y47D7A.13;Y47D7A.15;col-71;Y51H7C.13;rol-1;Y58A7A.1;grl-16;Y71H2AM.13;bli-6;dao-4;col-97;ZK180.6;col-63;ZK84.1	NULL
Mutants	Up in egl-9(lf)	50	182	402	31146	2.20E-50	6.40E-47	7.80E-49	clec-52;clec-52;col-145;col-145;col-39;col-39;col-7;col-7;col-62;col-62;col-125;col-125;col-107;col-107;C42D4.3;C42D4.3;col-161;col-161;col-130;col-130;col-91;col-91;col-13;col-13;col-60;col-60;col-154;col-154;tyr-2;tyr-2;col-77;col-77;col-146;col-146;col-167;col-167;col-169;col-169;col-170;col-170;col-120;col-120;col-162;col-162;Y47D7A.13;Y47D7A.13;col-137;col-137;Y58A7A.1;Y58A7A.1	NULL
Other	UP in sleep vs. wake	51	182	432	31146	2.70E-50	8.00E-47	9.50E-49	B0310.6;nspb-10;C02E7.6;C02E7.7;abu-8;C05E7.2;C06E8.5;gpx-5;ins-12;C42D4.3;col-161;dct-5;col-130;col-13;col-60;F28H7.8;nlp-24;grl-4;F48G7.5;col-133;F53F1.4;col-155;H10E21.4;tyr-2;K10H10.4;lips-17;R12E2.7;grd-14;phat-4;pqn-63;T06E4.12;T06E4.8;T06E4.9;T10E9.3;col-141;grd-6;T21C9.9;toh-1;W01A8.6;pqn-74;col-88;col-120;grsp-1;Y47D3B.6;Y47D7A.13;Y48G1BR.1;col-137;grl-16;abu-14;ZK180.5;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/25409030
Mutants	Down Nep-1 mutant larval	41	182	206	31146	1.70E-49	5.00E-46	5.80E-48	col-145;B0280.7;C02E7.6;C05E7.2;col-180;col-14;col-161;dct-5;col-130;col-91;F10D11.6;F15E11.1;ram-2;F53F1.4;cut-2;col-104;H10E21.4;K01D12.9;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;grd-14;T01D1.3;pqn-63;grd-6;ptr-16;W01A8.6;col-162;col-109;lact-8;Y47D3B.6;Y47D7A.13;grl-5;col-48;grl-16;col-97;abu-14;ZK180.5;ZK180.6	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32339
DAF/Insulin/food	down by dafachronic acid (daf-12 activated)	60	182	760	31146	1.90E-49	5.50E-46	6.40E-48	B0222.5;col-145;B0310.6;nspb-10;C02E7.6;C02E7.7;abu-8;C06E8.5;col-39;gpx-5;col-107;col-180;C45B2.2;C45B2.3;col-14;col-161;dct-5;col-130;col-91;F10D11.6;col-12;col-13;F28H7.8;ram-2;decr-1.1;F48G7.5;F53F1.4;col-121;col-159;col-104;H10E21.4;ugt-13;tyr-2;K10H10.4;col-77;R07E5.4;lips-17;R12E2.14;R12E2.15;R12E2.7;grd-14;phat-4;pqn-63;T06E4.8;T06E4.9;grd-6;toh-1;pqn-74;col-88;Y37E11B.7;col-109;Y47D3B.6;Y47D7A.13;col-137;col-48;grl-16;col-97;abu-14;ZK180.6;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/25774872
Mutants	UP unc-62 RNAi	35	182	116	31146	7.30E-49	2.20E-45	2.50E-47	col-145;C02E7.6;C02E7.7;col-39;col-125;col-107;col-180;col-14;col-161;E01G4.6;col-12;col-81;ram-2;F41F3.3;col-139;col-133;F53F1.4;cut-2;col-159;col-104;col-49;col-129;col-77;R12E2.14;R12E2.15;R12E2.7;col-147;col-146;col-142;col-88;Y47D7A.13;col-48;rol-1;col-97;col-63	http://www.ncbi.nlm.nih.gov/pubmed/23468654
Microbes	Down in clec-4(ok2050) 6h on non-pathogenic B. thuringiensis 407	44	182	286	31146	3.70E-48	1.10E-44	1.20E-46	col-145;col-10;C02E7.7;col-107;C42D4.3;col-14;E01G4.6;F10D11.6;F15B9.8;pes-8;F53F1.4;cut-2;col-154;col-104;K02E11.10;col-49;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;col-169;col-170;col-157;grd-6;T19C3.2;ptr-16;col-109;clec-174;Y47D3B.6;grl-5;col-71;Y51H7C.13;col-48;rol-1;grl-16;Y71G12B.25;col-97;abu-14;ZK180.5;ZK180.6;col-63;wrt-4;ZK84.1	https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009454
DAF/Insulin/food	"UP by TGFbeta, adults"	84	182	2163	31146	3.30E-47	9.80E-44	1.10E-45	B0222.5;col-145;ttr-18;C02E7.6;C02E7.7;C05E7.2;C06A1.2;C06E8.5;col-39;C15A11.4;col-125;col-107;C42D4.3;col-180;C45B2.2;col-14;dct-5;col-130;col-91;ifb-1;F10D11.6;ugt-41;F15E11.1;col-13;pes-8;chw-1;F35H10.10;F41F3.3;col-139;grl-4;decr-1.1;F48G7.5;F53F1.4;cut-2;col-155;col-159;col-160;ttr-31;col-104;arrd-10;H10E21.4;ugt-13;K01D12.9;tyr-2;K10H10.4;col-77;R07E5.4;lips-17;R12E2.14;R12E2.15;R12E2.7;grd-14;T01D1.3;T01G5.1;phat-4;col-146;col-167;T10E9.3;col-157;T12A2.1;col-141;grd-6;hsp-12.1;mup-2;toh-1;W01A8.6;pqn-72;W01F3.1;pqn-74;col-94;col-92;gln-3;col-109;lact-8;Y47D7A.13;grl-5;col-48;Y58A7A.1;grl-16;hex-5;bli-6;ZK180.5;wrt-4;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/17900898
Mutants	UP tax-6 null	63	182	988	31146	1.60E-46	4.70E-43	5.30E-45	clec-52;B0222.5;col-145;nspb-10;abu-8;C05E7.2;C06E8.5;col-39;col-62;col-107;C42D4.3;col-180;col-161;dct-5;col-91;F10D11.6;col-12;col-13;col-60;F28H7.8;col-81;col-139;grl-4;decr-1.1;F48G7.5;col-133;col-159;col-160;H10E21.4;ugt-13;K01D12.9;tyr-2;K08H2.7;K10H10.4;col-129;R07E5.4;lips-17;R12E2.14;R12E2.15;R12E2.7;grd-14;pqn-63;col-147;col-146;T06E4.8;T06E4.9;T10E9.3;col-142;col-141;grd-6;toh-1;pqn-72;pqn-74;col-88;ins-33;col-120;Y37E11B.7;Y47D3B.6;Y47D7A.13;Y47D7A.15;col-137;grl-16;ZK180.5	http://www.ncbi.nlm.nih.gov/pubmed/21331044
Mutants	UP by hyl-2 mutant	49	182	454	31146	2.70E-46	7.90E-43	8.70E-45	col-149;col-145;col-10;col-7;col-62;col-125;C42D4.3;col-180;C45B2.2;col-161;E01G4.6;col-91;col-12;col-13;col-60;col-81;ram-2;col-139;col-133;cut-2;col-159;col-104;K02E11.10;col-49;col-129;col-77;tbb-6;T06E4.12;col-147;col-146;col-167;col-157;col-142;pqn-74;col-92;col-88;col-120;col-162;col-109;Y47D7A.13;Y47D7A.15;col-71;col-137;rol-1;grl-16;col-97;ZK180.5;ZK180.6;col-63	NULL
Mutants	UP by hlh-25 mutant	50	182	487	31146	3.20E-46	9.40E-43	1.00E-44	col-149;col-145;nspb-10;C02E7.6;C02E7.7;abu-8;col-39;gpx-5;col-7;col-125;acs-19;C42D4.3;col-180;E01G4.6;col-130;col-91;F15E11.1;col-12;ram-2;F41F3.3;grl-4;F53F1.4;col-104;H10E21.4;col-49;col-77;R12E2.14;R12E2.15;R12E2.7;grd-14;phat-4;col-147;col-167;col-169;col-157;col-142;grd-6;pqn-74;col-88;col-109;Y47D3B.6;Y47D7A.13;col-48;rol-1;grl-16;col-97;abu-14;ZK180.5;ZK180.6;ZK84.1	NULL
DAF/Insulin/food	UP by Resveratrol Treatment in daf-16 mutant	64	182	1050	31146	3.90E-46	1.10E-42	1.20E-44	clec-52;B0310.6;C02E7.6;C02E7.7;col-7;col-62;col-107;col-161;col-130;col-91;F10D11.6;ugt-41;F15B9.8;col-12;col-13;pes-8;col-60;chw-1;col-81;ram-2;F41F3.3;col-139;col-133;F53F1.4;cut-2;col-154;col-155;col-104;K01D12.9;col-49;col-129;col-77;R07E5.4;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;T01D1.3;pqn-63;T06E4.8;T06E4.9;T10E9.3;col-157;grd-6;T21C9.9;toh-1;pqn-74;col-88;col-120;col-109;Y47D3B.6;Y47D7A.13;col-71;Y51H7C.13;rol-1;dao-4;col-97;abu-14;ZK180.5;ZK180.6;col-63;wrt-4;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/16256736
DAF/Insulin/food	UP Food vs. Starve 15H	55	182	665	31146	4.30E-46	1.30E-42	1.40E-44	B0222.5;nspb-10;C02E7.6;C02E7.7;abu-8;doxa-1;gpx-5;col-180;C45B2.2;col-14;col-161;F08F3.4;col-130;col-91;F10D11.6;F15B9.8;col-12;col-13;nlp-24;grl-4;F53F1.4;cut-2;col-155;col-159;col-160;col-104;H10E21.4;ugt-13;K01D12.9;tyr-2;K10H10.4;R07E5.4;lips-17;R12E2.14;R12E2.15;R12E2.7;grd-14;T01G5.1;phat-4;col-146;T06E4.8;T06E4.9;col-167;T10E9.3;grd-6;toh-1;W01F3.1;col-94;col-109;clec-174;Y47D3B.6;Y58A7A.1;grl-16;abu-14;ZK180.5	"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366"
Mutants	UP spr-5 mutant (sprf13 vs. N2)	74	182	1620	31146	1.70E-45	4.90E-42	5.20E-44	col-149;B0222.5;col-10;nspb-10;C02E7.6;C02E7.7;abu-8;C05E7.2;col-39;col-125;C42D4.3;C45B2.2;col-14;E01G4.6;dct-5;col-130;col-91;F10D11.6;ugt-41;F15E11.1;col-12;col-13;pes-8;col-60;col-81;col-139;decr-1.1;col-133;F53F1.4;col-154;col-155;col-159;col-160;col-104;H10E21.4;K01D12.9;nas-3;col-49;col-129;R07E5.4;R12E2.7;R74.2;grd-14;tbb-6;phat-4;col-146;T06E4.8;T06E4.9;T10E9.3;col-157;col-142;T19C3.2;T20D4.5;T21C9.9;pqn-74;col-94;col-92;col-88;ins-33;col-120;col-109;Y47D7A.15;grl-5;col-71;Y51H7C.13;col-48;rol-1;Y58A7A.1;grl-16;col-97;ZK180.5;ZK180.6;col-63;ZK84.1	http://www.ncbi.nlm.nih.gov/pubmed/19379696
Mutants	Down xbp-1 mutant on daf-2(e1370)	38	182	199	31146	5.20E-45	1.50E-41	1.60E-43	col-149;B0280.7;C02E7.6;C02E7.7;col-107;C42D4.3;col-14;E01G4.6;col-130;F15B9.8;col-60;F48G7.5;col-104;H10E21.4;K01D12.9;col-49;K10H10.4;R12E2.14;R12E2.15;R12E2.7;col-167;col-170;grd-6;T21C9.9;col-88;col-120;col-162;col-109;Y47D7A.13;grl-5;col-71;col-137;Y51H7C.13;grl-16;dao-4;col-97;ZK180.5;ZK180.6	http://www.ncbi.nlm.nih.gov/pubmed/20460307
Mutants	down by daf-9 mutant	55	182	703	31146	8.40E-45	2.50E-41	2.50E-43	nspb-10;C04G6.2;C42D4.3;col-14;E01G4.6;col-130;F10D11.6;F15B9.8;pes-8;col-60;F35H10.10;F41F3.3;F48G7.5;col-104;H10E21.4;K01D12.9;K02E11.10;col-49;K10H10.4;col-77;R12E2.14;R12E2.15;R74.2;grd-14;pqn-63;T06E4.12;T06E4.14;T06E4.8;T06E4.9;col-167;col-169;T10E9.3;grd-6;T19C3.2;ptr-16;col-88;col-120;col-162;col-109;lact-8;Y47D3B.6;Y47D7A.15;grl-5;col-71;Y51H7C.13;rol-1;grl-16;Y71G12B.25;dao-4;col-97;abu-14;ZK180.5;ZK180.6;col-63;wrt-4	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41661
Mutants	down by mir-58 & mir-80 mutant	48	182	476	31146	6.80E-44	2.00E-40	2.00E-42	col-149;col-145;nspb-10;C02E7.7;abu-8;C05E7.2;doxa-1;C06E8.5;col-39;ins-12;C42D4.3;col-180;C45B2.2;col-161;dct-5;F08F3.4;col-91;col-12;col-13;grl-4;F48G7.5;col-133;cut-2;col-154;col-155;col-159;col-160;ugt-13;K01D12.9;K10H10.4;lips-17;grd-14;T01D1.3;T01G5.1;T06E4.12;T06E4.14;col-147;col-146;T06E4.8;T06E4.9;col-168;col-170;col-157;pqn-74;col-92;ins-33;col-162;Y47D7A.13	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE60420
Mutants	UP by set-4 mutant (Delaney)	38	182	226	31146	8.00E-43	2.40E-39	2.40E-41	col-145;B0280.7;B0310.6;C02E7.6;C02E7.7;col-14;col-161;dct-5;F41F3.3;col-133;cut-2;col-104;K01D12.9;K02E11.10;nas-3;col-77;R12E2.14;R12E2.15;R12E2.7;R74.2;grd-14;phat-4;T06E4.12;T06E4.14;col-157;grd-6;T21C9.9;col-162;col-109;Y47D3B.6;Y47D7A.13;grl-16;dao-4;col-97;abu-14;ZK180.5;ZK180.6;wrt-4	NULL
